	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts
598	02.08.2015, 15:14	Junior Member	Thanked 7 Times in 7 Posts	Location: Dietikon	" 
			
			If you already have a phone that can produce a hotspot (e.g. iPhone or Android) I'd look at that option first, saves buying any extra kit.   
If you know where you're moving, check the coverage if you're going to be using it for 3/4G.
		"	no particular reputation at present	Join Date: Jul 2015	Groaned at 0 Times in 0 Posts	Advice for mobile internet (usb stick or else)	srkiii	Posts: 32
599	01.08.2015, 03:13	Junior Member	Thanked 9 Times in 3 Posts	Location: Canada	" 
			
			Have a look at Coop Mobile. Their prepaid (Pay as you go) SIM card costs CHF 15.- (sometimes they sell them even for 5.-) including CHF 15.- credit, and in the first month after activation, you have 500 MB for free. 
After that, they have packages: CHF 9.90 for 500 MB, CHF 24.90 for 1.5 GB. 
Plus you can call all Coop Mobile and Salt (ex-Orange) mobile phones for free (up to 3000 minutes per month).     
Lebara also have several data plans:   
Their SIM card is available for free, with no credit, and you must then top it up (Guthaben kaufen).
		"	no particular reputation at present	Join Date: Aug 2013	Groaned at 0 Times in 0 Posts	Best pre-pay mobile plan for visiting family? (smartphone)	Swissward	Posts: 35
600	04.08.2015, 22:36	Newbie	Thanked 0 Times in 0 Posts	Location: USA	" 
			
			did you try  ?
		"	no particular reputation at present	Join Date: Jul 2014	Groaned at 0 Times in 0 Posts	Need help with Swisscom Centro Grande VPN setup	Future neighbor	Posts: 5
601	19.01.2008, 00:00	Forum Legend	Thanked 2,012 Times in 1,160 Posts	Location: Ostschweiz	" 
			
			Hello I had this same issue for 18 months, now I have sat down to fix it.    
I have a Centro Piccolo, and I am not sure I have VDSL, but still this might be helpful.   
I have been able to obtain some success, which means I have browsed my USB external drive attached to my TimeCapsule connecting to it by the cellular connection of my iPhone (although I was sitting at home next to the TimeCapsule)   
The key setting, I believe, is to activate IP Passthrough in the Swisscom modem/router and select the TimeCapsule as the ""computer"" in the network which will receive all the traffic.   
I will test it better tomorrow from work, but the test from cellular should be unmistakable.    
Cheers 
Roberto
		"	a reputation beyond repute	Join Date: Dec 2006	Groaned at 96 Times in 46 Posts	Back to My Mac with Bluewin VDSL?	dawiz	Posts: 4,027
602	04.08.2015, 12:05	Senior Member	Thanked 290 Times in 157 Posts	Location: Zurich	" 
			
			20m cat6 cable  
never look back
		"	made some interesting contributions	Join Date: Jul 2009	Groaned at 6 Times in 5 Posts	Wifi card/external modem for PC	Bozza	Posts: 448
603	02.08.2015, 14:04	Forum Veteran	Thanked 619 Times in 271 Posts	Location: basel	" 
			
			I use Devolo, they work well and this apt has rubbish electrics. 
The normal ones are quite large, so the minis may be better.   
I use mine with extension leads, no problems.
		"	earned the respect of many	Join Date: Jan 2008	Groaned at 20 Times in 13 Posts	Powerline (home LAN over electrical circuit) in a flat... any advice  ?	ipoddle	Posts: 757
604	31.07.2015, 17:01	Moderately Amused	Thanked 9,178 Times in 4,360 Posts	Location: Bern area	"    Must soon be time for another flounce, then, back to year zero, again.
		"	a reputation beyond repute	Join Date: Jul 2010	Groaned at 43 Times in 39 Posts	Can't get rid of Bluewin pop-up [resolved]	3Wishes	Posts: 6,529
605	31.07.2015, 21:48	Member	Thanked 197 Times in 85 Posts	Location: Zug	" 
			
			Hi all,   
I'm looking for some technical advice please on ""Digi-box"" empfang box /HDD recorders to replace my current version that's given up the ghost.   
I have WWZ as my internet and TV broadcast supplier and when I joined their ranks I was given a receiver and credit card sized card with chip. The receiver was pretty basic, offering nothing more than just the channel and what was currently being shown. Not long after, I went back to ask for a receiver that offered recording facilities as well. I was offered their only option which was a Kaon ""something or other"", and although they only had second hand units (returned rental stock), it did offer a pretty large internal hard drive and the ability to record 2 different programmes whilst watching a 3rd channel. As it was used, I was only charged CHF99, which has served me well. That unit has now packed in and died and would like to replace it.   
Yesterday, I called into WWZ to ask if they had another, but was told they had no more, but I could rent one (different brand) within my agreement for another CHF26.50/month or I could buy a smaller receiver and simply connect an external hard drive to it for just CHF99. Got it home, got it all set up, external drive works, but as I didn't think to ask, I discovered I can only record 1 channel and whilst doing so, cannot watch anything else. Therefore, I want to get something much more suitable for my needs/wants.   
I'll be straight up and honest and say I'm not a complete technophobe, but A/V kit, I'm lost in this kind of tech area.   
My first question is, do I have to use the specific receiver that's offered by WWZ, or can I use a generic version? 
If I can use A.N. Other brand not specific to WWZ, any ideas what I could look at as alternatives? I know what I want, but not sure I know what I need. I want a receiver that allows me to record multiple (or at least one) channel/s whilst watching another, an internal HDD would be ok, but not essential if there is an output to connect an external HDD to, and has the card slot to connect the receiver with my card/WWZ account and that's about it.   
Any thoughts, advice gratefully received.   
Many thanks.
		"	an excellent reputation	Join Date: Mar 2011	Groaned at 5 Times in 5 Posts	Empfang Box/HDD Recorder	AlexS	Posts: 176
606	28.12.2014, 14:45	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Baden	        	no particular reputation at present	Join Date: Nov 2008	Groaned at 0 Times in 0 Posts	OnePlus One invites to share	Artz	Posts: 13
607	21.06.2015, 21:41	Member	Thanked 87 Times in 58 Posts	Location: NW	"     
Not tried since 8pm Sunday night ....But for me issue was ... 
iPad 1 - Stuck at IOS 5 (Appes way of locking you in to an OS version that most apps no longer support - thus need to replace iPad). 
Has issue.   
iPhone 5 and 6 - latest IOS version 8.2. 
Both have issue.   
Laptop - Windows 8.1 :-( (Run in desktop mode to get rid of those tile things). 
Has issue   
Cheap (CHF 120) Android tablet - runs ...version KitKat ?? 
Seems o.k. - Well thats what wife said anyway, but slow to load web pages from .co.uk, but those that time out on devices above load.
		"	made some interesting contributions	Join Date: Jul 2008	Groaned at 0 Times in 0 Posts	Problems accessing BBC News website?	JoshT	Posts: 174
608	16.07.2015, 17:38	Forum Legend	Thanked 3,030 Times in 1,494 Posts	Location: Wallis	" 
			
			The domain is working fine on my network. This could happen if the error page was cached at some level in the network router/browser etc, in the past. Clearing browser cache on your mobile could straighten things out.
		"	a reputation beyond repute	Join Date: Mar 2008	Groaned at 62 Times in 32 Posts	Website access problem.	Island Monkey	Posts: 3,419
609	23.07.2015, 16:08	Newbie	Thanked 0 Times in 0 Posts	Location: Baar	" 
			
			I don't have the similar router to sort out the exact issue. But once you set up a port forward it should work. Make sure things are set up right, with your firewall and local apache/any-other server. Assuming you already sorted out setting up 'DNS hostname and a Static IP(local) for for your machine, it should work.
		"	no particular reputation at present	Join Date: Jul 2015	Groaned at 0 Times in 0 Posts	Porting forward a router for a website	DaPorkchop	Posts: 1
610	29.07.2015, 12:09	Junior Member	Thanked 7 Times in 5 Posts	Location: Zug	" 
			
			I bought an Alienware online 3 years ago, you can customize it and ask for an english keyboard. 
Also, most of the Dell online computers can be customized with UK keyboards without having to buy one from UK
		"	become a little unpopular	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	Where to buy laptop with English keyboards?!	fraj1	Posts: 33
611	29.07.2015, 21:14	Newbie 1st class	Thanked 6 Times in 2 Posts	Location: Zurich	"    Thanks so much xxxx
		"	no particular reputation at present	Join Date: Feb 2015	Groaned at 0 Times in 0 Posts	Watching ITV Be - Uk Channel not on Cable com	strudel2014	Posts: 25
612	27.07.2015, 13:06	Newbie	Thanked 0 Times in 0 Posts	Location: Basel	" 
			
			Looks like available only for S5 at the moment.              "	no particular reputation at present	Join Date: Jul 2015	Groaned at 0 Times in 0 Posts	wifi-calling on Salt	nut	Posts: 2
613	06.04.2014, 22:13	Forum Legend	Thanked 2,012 Times in 1,160 Posts	Location: Ostschweiz	"    I think Sunrise are number twos, but I might still be tempted by this offer.
		"	a reputation beyond repute	Join Date: Dec 2006	Groaned at 96 Times in 46 Posts	Sunrise becomes Switzerland uncarrier	dawiz	Posts: 4,027
614	24.07.2015, 14:06	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Bern	" 
			
			Also Migros restaurant and McDonlads. If you are in CH for just a short stay, and just need basic internet for e-mails and light surfing, look into getting a  . Also keep in mind if you have a basic Cablecom connection, there is a   connection in there.
		"	no particular reputation at present	Join Date: May 2015	Groaned at 0 Times in 0 Posts	Best WiFi cafes in Bern?	kinosfronimos	Posts: 13
615	22.07.2015, 23:04	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Zürich	" 
			
			Just set a reminder and send an SMS every 5.5 months?
		"	no particular reputation at present	Join Date: Mar 2014	Groaned at 0 Times in 0 Posts	PAYG number - how long remaining active after CH departure	Cider Woman	Posts: 25
616	23.07.2015, 12:27	Forum Legend	Thanked 8,755 Times in 4,797 Posts	Location: Zürich	" 
			
			I'd be interested if they ever make a fully fledged version of excel available on android.
		"	a reputation beyond repute	Join Date: May 2008	Groaned at 170 Times in 145 Posts	Free Word, PowerPoint, Excel, OneNote and Outlook on Android	marton	Posts: 7,567
617	22.07.2015, 22:54	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Zürich	"    You can be excused because you're a newbie so it is new to you. Some of the others however should know better.      Exactly. The same old arguments have been rehashed and regurgitated hundreds of times on that thread so no need to do the same on this one.
		"	no particular reputation at present	Join Date: Mar 2014	Groaned at 0 Times in 0 Posts	Billag Radio Licence refund	Cider Woman	Posts: 25
618	30.03.2015, 17:58	Forum Legend	Thanked 12,189 Times in 5,300 Posts	Location: Fribourg	" 
			
			I went through to download the app via the website and there was just a blank screen and via the App Store when I searched ""Zattoo"" nothing appeared. However I just went to take screenshots to attach to this reply and for the first time (after several goes) a message appeared saying it's only available in the Swiss store. So I think it's definitely because my iTunes/App Store is UK not Swiss. I'll now need to look to switch it.    
Not sure about the VPN and IP Q....I use Swisscom Internet, it's an iPad purchased in the UK but I'm using it in Switzerland. Might I encounter further problems if I do manage to download the Zattoo app (through switching my App Store / iTunes to Swiss)?   
Thanks for your help
		"	a reputation beyond repute	Join Date: Dec 2010	Groaned at 292 Times in 196 Posts	Zattoo iPad app. and Chromecast	TiMow	Posts: 9,310
619	19.07.2015, 23:27	Newbie 1st class	Thanked 19 Times in 8 Posts	Location: Vevey	"       
I didn't know BRACK. I just done to buy my mobile wi-fi cheap at thier online shop.  
THANK YOU SO MUCH!!
		"	become a little unpopular	Join Date: Jul 2015	Groaned at 7 Times in 2 Posts	How can I use my iphone in the other conuntry in EU?	NKJune	Posts: 24
620	02.04.2015, 10:29	Forum Legend	Thanked 3,296 Times in 1,732 Posts	Location: Lully VD	"    Until 2016 November for me. Waiting to see if they are making any super big changes to my contract.
		"	a reputation beyond repute	Join Date: Jul 2008	Groaned at 11 Times in 11 Posts	Orange CH name change - 23.04.2015	Verbier	Posts: 3,484
621	16.07.2015, 14:56	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: davos	" 
			
			hi  
I have an mobile router of Swisscom - zte mf60  and I want to put there sim card of yallo just for the internet, I need the settings for that(for the router it's not the regular settings of the phone), someone have them? 
thank you
		"	no particular reputation at present	Join Date: Jul 2015	Groaned at 0 Times in 0 Posts	settings for yallo sim card	I7210I	Posts: 29
622	12.07.2015, 13:25	Member	Thanked 24 Times in 21 Posts	Location: Zurich	" 
			
			Hey guys. I tried the AUTO500 but it doesn't work, because I checked it today and i have 2CHF less...   
That should be only if you are a new customer even if you never used it.   
It doesn't matter because I go for Lyca.   "	annoyed a few people around here	Join Date: Nov 2013	Groaned at 7 Times in 4 Posts	Coop mobile - 500mb 1st monat for free	arduino	Posts: 131
623	null	null	null	null	" 
			
			I posted a while back, because I wanted to set up and home network with UK VPN available selectively across the home network.  I thought I would share my solution since it required a lot of interweb trawling and fiddling around.  UPC Cablecom is the provider.   
1. Update UPC Modem to Technicolor model, as this is the only one to support bridge mode 
2. ASUS DD-WRT capable modem, in my case AC68U, install ASUSWRT-Merlin firmware 
3. Set up the router VPN client with the OpenVPN configuration from your VPN provider, Im using ExpressVPN 
3. Decide what devices you want to have permanently on the VPN, assign static IPs to those devices, for example Roku media server running iPlayer 
4. Set the Redirect Internet Traffic to Policy Rules and add those IPs as Source IPs designated to go via the VPN 
5. Set up VPN Client software on devices such as PC's and iPads that you want to be able to use VPN selectively with.   
Simples.   
Im sure there are slicker setups involving more tinkering for those who are really happy with advanced network routing settings and DDWRT scripting, but this provides a stable setup using just the GUI's, a very simple firmware update, and setting up a few devices with static IPs.   
I switched from StrongVPN to ExpressVPN, because the PC and iOS clients are much slicker, allowing for quick changes eg between UK and US servers.   
Hope this helps.
		"	null	null	null	VPN Router Selective Routing Setup My Solution	guest	null
624	18.02.2015, 20:46	Newbie 1st class	Thanked 5 Times in 3 Posts	Location: Germany	" 
			
			If the apartment has internet from Cablecom, then you can get 2/0.2 MBit internet for free*. I don't know the contract length but it doesn't really matter if it is free...         * The connection fee, which is usually paid by ""Nebenkosten"", is not counted here.  "	no particular reputation at present	Join Date: Jan 2015	Groaned at 0 Times in 0 Posts	Short-term internet solutions	nickf18	Posts: 12
625	null	null	null	null	"    Works OK for me; had problems over a year ago when they were upgrading the service for better TV but OK since.
		"	null	null	null	Feedback on sunrise tv - internet pleasse	guest	null
626	14.03.2014, 22:04	Forum Veteran	Thanked 588 Times in 286 Posts	Location: Lausanne	" 
			
			So the new Net+ settop box has been launched, I've been a betatester for it since beginning of June. If you have the TV+ box you'll be receiving in your postbox the new device by the end of the month.    
It's miles better on speed & ease of use, but replay is a lot more limited than the previous system. Apparently more channels are recordable though,  so that might compensate. Additionally dual audio channels (bicanal) works on all channels, so films on Les Plus for example are now all in English if originally filmed in English. Pricing is pretty decent too, and all the usual UK channels are available bar E4 which is in a ""English pack"" which is pretty rubbish.   
More info here:   "	an excellent reputation	Join Date: Jan 2011	Groaned at 96 Times in 25 Posts	Citycable is dropping UPC Cablecom and launching it's own offer from 18.3.2014	Noth	Posts: 657
627	07.07.2015, 13:42	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Lausanne	" 
			
			he wrote megabit (Mb, megabyte is written MB) which is the usual way to indicate internet speed. 
anyway yes do a ""wired"" test just to be sure.
		"	no particular reputation at present	Join Date: Mar 2015	Groaned at 0 Times in 0 Posts	Advertised internet speeds are way off	topsy	Posts: 24
628	30.06.2015, 22:21	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Tanzania	" 
			
			Try this one. They have competitive rates and good quality network.    "	no particular reputation at present	Join Date: Mar 2015	Groaned at 0 Times in 0 Posts	Which mobile phone package for Africa & UK?	_Mzungu	Posts: 15
629	null	null	null	null	"     
Actually Lycamobile already does this...they have several options that include free roaming. One of their plans charges 12 CHF for 200 minutes + 200 SMS to any number in Switzerland and the EU. However when roaming in certain european countries (UK, Germany, Italy...etc) you can call for free using just your alloted 200 minutes. Strangely enough they even let you roam in the USA. (though you are limited to the TMobile network)
		"	null	null	null	In 2017 No More Roaming Charges in EU	guest	null
630	03.07.2015, 08:46	Forum Veteran	Thanked 755 Times in 343 Posts	Location: Earth	"    That's the way it should be. Or why I use *nix (with /home partition).
		"	a reputation beyond repute	Join Date: Jan 2015	Groaned at 27 Times in 19 Posts	Ubuntu 14 - grub rescue question	FunnyBone	Posts: 516
631	02.07.2015, 17:23	Forum Veteran	Thanked 533 Times in 283 Posts	Location: Holzhäusern	" 
			
			Hmm, seems I have been automatically signed out of my account and I can't get back in  .     
Edit: ops, had wrong pw; now changed.
		"	earned the respect of many	Join Date: Aug 2011	Groaned at 5 Times in 3 Posts	Plex media server hacked	Markarina	Posts: 694
632	03.06.2015, 18:10	Newbie	Thanked 0 Times in 0 Posts	Location: NJ now headed to Basel	" 
			
			No problem with the iTunes account at all.  You will be fine.
		"	no particular reputation at present	Join Date: May 2015	Groaned at 0 Times in 0 Posts	Coming to Basel from NJ,USA with Verizon Iphones	scarletbison	Posts: 1
633	28.06.2015, 05:06	Forum Legend	Thanked 10,604 Times in 5,427 Posts	Location: Murten - Morat	" 
			
			Many years ago at university I was told ""if you're going to turn up late to lectures, better you don't turn up at all"".  So that's Wednesday off work then!  Cool.
		"	a reputation beyond repute	Join Date: Oct 2011	Groaned at 544 Times in 344 Posts	Time: One Second Leap, on 1.July.2015	Sbrinz	Posts: 11,006
634	15.06.2015, 17:07	Senior Member	Thanked 234 Times in 111 Posts	Location: Zürich	"    You can usually get a new SIM and keep the number. 
You just can't have them active at the same time ;-) 
I've never changed my number here and did change SIM-size once.
		"	earned the respect of many	Join Date: Jul 2009	Groaned at 0 Times in 0 Posts	Recommendations for second hand phone please	Pernilleskokken	Posts: 348
635	24.06.2015, 11:43	Junior Member	Thanked 5 Times in 5 Posts	Location: Zurich	" 
			
			Dear Cla, I believe your rate is unrealistic for Switzerland. For this rate you may try to search abroad on Eastern Europe for example.   
Good luck!
		"	no particular reputation at present	Join Date: Aug 2011	Groaned at 1 Time in 1 Post	where to look for software developers in Switzerland?	cla	Posts: 39
636	23.06.2015, 17:33	Newbie 1st class	Thanked 10 Times in 6 Posts	Location: Basel	" 
			
			Normally you pay after for cable com etc. The only thing I pay for in advance is the rent for the house.
		"	no particular reputation at present	Join Date: Oct 2009	Groaned at 1 Time in 1 Post	Cablecom charges in advance or after?	tuppen	Posts: 25
637	22.06.2015, 21:27	Newbie	Thanked 0 Times in 0 Posts	Location: zug	" 
			
			Billag is prepared to get emails for registration.    
On the german version, click ""Kontakt"" in the top right corner to open the email form. Provide your email address, check ""Anmelden"", in ""Mitteilung"" give your address and what you need to register (radio only, or radio and tv), tell them you need conversation in english (or whichever language/s apply), perhaps a registration start date. Click ""Senden"" to submit. If they need any additional info they'll ask.
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 1 Time in 1 Post	Billag information	zgjaylak	Posts: 5
638	16.06.2015, 10:38	Junior Member	Thanked 3 Times in 2 Posts	Location: Zuri	" 
			
			I'll second electrique's recommendation for an SSD.  Access to the K550JK's hard drive involves removing the entire base of the computer.  No maintenance port.  Still, better than the new Acers which entail removal of the mb, keyboard, and back.  See youtube for how-to.
		"	no particular reputation at present	Join Date: May 2009	Groaned at 0 Times in 0 Posts	buying new laptop, wait for windows 10?	dali	Posts: 54
639	06.01.2015, 12:34	Junior Member	Thanked 82 Times in 36 Posts	Location: vaud	" 
			
			Only World Service listed here.     
Suggest you start a Twitter / Facebook campaign to get it reinstated.      "	earned some respect	Join Date: Jan 2009	Groaned at 0 Times in 0 Posts	Problems with BBC Radio 4 via Internet Radio?	swiss bill	Posts: 83
640	22.06.2015, 11:29	Newbie	Thanked 0 Times in 0 Posts	Location: lucerne	" 
			
			Hi friends,   
I am going to start a new website and it will contains entertainment content. I have been looking for the best ASP.NET hosting provider which cheap price.   
Below are the requirements that I've been researching: 
1. Want to host multiple sites 
2. I want a web hosting provider which located their data center in europe, Swiss or France servers are preferred (this because of speed) 
3. Latest ASP.NET and ASP.NET MVC Versions 
4. Latest SQL database  
5. 24/7 online support 
6. My budget is about 5.00  
7. It should not create any problem when i run the scripts   
After i've reading some review, my concern now is  , i think they are fit with my needs. Also they have european based hosting service. Is there any of you who ever had an experience with them? Are they really trusted? you can share your experience here. Or if you have another recommendation, please let me know.    
Actually, I am a beginner to this. I want to know, are there any more things do i need to look before I buy the hosting plan. And also are there any hidden charge will be there in hosting plans normally? Please suggest me. Thank you   "	no particular reputation at present	Join Date: Jun 2015	Groaned at 0 Times in 0 Posts	need cheap european ASP.NET hosting	Benafton	Posts: 1
641	14.11.2014, 11:38	Forum Legend	Thanked 9,802 Times in 3,293 Posts	Location: Zurich	" 
			
			I have it for a while on my Sony xperia Z tablet. Everything works except two things: 
1st. Tiny remote app for use with non-smart TVs 
2nd. In google translate option to translate with camera dont work.   
Everything else pure 10!   
I forgot I'm on the custom PacManRom not official one!
		"	a reputation beyond repute	Join Date: Jun 2008	Groaned at 156 Times in 122 Posts	Android 5.0	k_and_e	Posts: 4,737
642	21.06.2015, 09:37	Member	Thanked 94 Times in 47 Posts	Location: aargau	" 
			
			Hello all, Is there anyone out there with experience on setting up a home theater capable of passive 3D projections?
		"	earned some respect	Join Date: Oct 2007	Groaned at 23 Times in 14 Posts	Passive 3D projection	fkdstm	Posts: 178
643	17.06.2015, 17:45	Forum Legend	Thanked 3,030 Times in 1,494 Posts	Location: Wallis	"    I am not sure (as the titles are confusing) but I believe Lycamobile has some good options depending on the country you are visiting. eg 500MB for CHF7 when visiting (Australi ,Austria, Belgium, Denmark, Germany, Ireland, Poland, Romania, Spain, Netherland,Sweden, UK). See the second page of this    
Sorry upfront if I am reading the whole options wrong!
		"	a reputation beyond repute	Join Date: Mar 2008	Groaned at 62 Times in 32 Posts	Best for data roaming?	Island Monkey	Posts: 3,419
644	20.06.2015, 00:19	Junior Member	Thanked 13 Times in 9 Posts	Location: Geneva	" 
			
			I think the only option you have to record is by connecting the video to the TV using the coaxial cable, but would only be able to record what was currently on the TV screen.    
Do you have coaxial cable wall sockets? If yes, it may be worth connecting a coaxial cable between that and the video recorder. 
If you're in an apartment, basic cable may be available as part of your rent/costs ....... but you've probably already checked all this.
		"	no particular reputation at present	Join Date: Nov 2014	Groaned at 0 Times in 0 Posts	Tech help needed	Reyna	Posts: 39
645	19.06.2015, 15:21	Forum Legend	Thanked 12,189 Times in 5,300 Posts	Location: Fribourg	"    Thanks - just found the website .... But good to know that I can get from newsagent and supermarket.   
Looking at their bog-standard phone prices, I may go to their store and pick up a phone, too.
		"	a reputation beyond repute	Join Date: Dec 2010	Groaned at 292 Times in 196 Posts	Yet another UK SIM card question.	TiMow	Posts: 9,310
646	18.06.2015, 18:15	Newbie	Thanked 0 Times in 0 Posts	Location: Valais	" 
			
			Living in the mountains in Valais, we have difficulties in finding a fast internet connection. Swisscom offers 22Mbps max. Has anyone experiences with SkyDSL?
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 0 Times in 0 Posts	Sky DSL	bonnet	Posts: 1
647	null	null	null	null	"    Cablecom confirm bridging needs a the new router and will send one.   
Meanwhile I started again and got the ASUS runnnin in LAN to WAN mode, got internet access and the VPN running and can access UK services such as iPlayer.
		"	null	null	null	UPC Thomson TWG870	guest	null
648	11.12.2014, 18:48	Newbie 1st class	Thanked 3 Times in 3 Posts	Location: Kanton Zürich	"    Huh? I have never seen a Swiss apartment that doesn't allow you to fix the temperature to the level you prefer.
		"	no particular reputation at present	Join Date: Dec 2014	Groaned at 0 Times in 0 Posts	Power converter/transformer needed	catflap	Posts: 18
649	21.04.2013, 13:09	Junior Member	Thanked 27 Times in 15 Posts	Location: Winterthur	"    I can not agree more! 
I will post a dedicated topic sharing my extremely unpleasing experience with   immediately.   
I should have sticked to Digitec or Microspot!    "	no particular reputation at present	Join Date: Mar 2007	Groaned at 1 Time in 1 Post	Experience with Techmania.ch?	Pacman	Posts: 90
650	14.06.2015, 19:31	Newbie	Thanked 1 Time in 1 Post	Location: Zurich	" 
			
			Do you know the person, or just the IP. Your initial statement was vague. Also, is the IP in Switzerland?   
With regards to ongoing security, do you have any idea how they got your password? If they got it by, say, hacking your computer, then you need to clean that up before trusting the computer again. By ""clean that up"" I mean to reformat and reinstall everything.   
Fortunately, the most common way for a gmail account to be ""hacked"" is when somebody uses the same password for both gmail and some other website. Then the other website is hacked and all the passwords stolen. So, if you did reuse your password, you probably don't need to clean up your computer, but you do need to change the password everywhere it was used, preferably without re-use.   
You also should at least check the password of any website accounts which know about the gmail address - if access to gmail let them reset passwords, they might have done so and deleted the resulting email chain.   
P.S. In addition to not re-using passwords, you can turn on   for the account. This is slightly less convenient and you have to be careful not to lock yourself out if you lose your phone (I keep a printout of recovery codes locked up somewhere safe.), but it makes your account quite a bit safer.
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 0 Times in 0 Posts	Swiss law. My Email account was stolen	LookingForSomething	Posts: 7
651	12.06.2015, 10:41	Junior Member	Thanked 3 Times in 2 Posts	Location: Zurich	    I suggest removing all electronics inside, paint the outside case a lovely turquoise colour, add tropical plants and some fish,and then seal. And there you have it - the Blue Planet on tap! Your biggest challenge will be to convince Attenborough to narrate for you.   	become a little unpopular	Join Date: Dec 2014	Groaned at 4 Times in 3 Posts	seal TV socket, avoid Billag	the_bela	Posts: 37
652	22.04.2015, 12:45	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Altstetten	"    I bought a new cell phone for my mom and I just realized that she's still using the old diAx* regular SIM card. The new cell phone needs the Micro format. Do you think Migros Melectronics, Swisscom Natel Shop, Mobile Zone or Interdiscount have the cutting machine? There are no Sunrise store or Media Markt near us.   
How much do they charge for cutting the SIM card?   
*later merged with Sunrise
		"	no particular reputation at present	Join Date: Dec 2014	Groaned at 1 Time in 1 Post	Lyca mobile - micro to Nano Sim convert [ZH]	Gargi Lahiri	Posts: 12
653	27.08.2010, 21:54	Senior Member	Thanked 360 Times in 137 Posts	Location: Zurich	" 
			
			Quite a nice twist to it  . This one was also posted today.
		"	a reputation beyond repute	Join Date: Feb 2008	Groaned at 31 Times in 15 Posts	Computer Support Scam	reids	Posts: 310
654	04.06.2015, 08:34	Junior Member	Thanked 4 Times in 3 Posts	Location: Biel	" 
			
			I also have to certro grande with Netgear switches attached. Never had any problems.    
Why dont you contact Swisscom support?   "	made some interesting contributions	Join Date: Mar 2015	Groaned at 6 Times in 3 Posts	Swisscom router doesn't recognize network switches	wpryan	Posts: 34
655	03.06.2015, 23:34	Forum Legend	Thanked 12,189 Times in 5,300 Posts	Location: Fribourg	" 
			
			Hi,   
Windows 8 was not bad it was just that they focussed so heavily on the tablet and touch screen users that some of the default settings made it more difficult to use than it should have been. The learning curve was not large 8 and you just need to make a couple of small changes to the default settings and it worked well on a non touch laptop. They polished it with Windows 8.1 and 10 improves again on 8.1 and if you now longer have the feeling that the desktop is second best. The who start menu discussion was pretty idiotic, search and pin for commonly used programmes...simple stuff.   
So you are not the only person. 
Have fun 
Martin
		"	a reputation beyond repute	Join Date: Dec 2010	Groaned at 292 Times in 196 Posts	Windows 10	TiMow	Posts: 9,310
656	12.06.2015, 09:12	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			AFAIK, SIM cards from Lebara and Lycamobile can be bought from Kiosks (which should be at the airport - but can't confirm).   
But you will need ID and probably, some official CH resident status documentation.   
Unfortunately, it's not like Jason Bourne buying an all-in phone and SIM package at Waterloo Stn.
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 4 Times in 2 Posts	Prepaid sim card at the airport	belissa	Posts: 5
657	22.12.2010, 13:41	Junior Member	Thanked 5 Times in 3 Posts	Location: Zurich	" 
			
			Bit late but here you go -   "	no particular reputation at present	Join Date: Jul 2010	Groaned at 0 Times in 0 Posts	Watch Indian Channels	awesome001	Posts: 53
658	09.06.2015, 20:46	Forum Legend	Thanked 4,850 Times in 1,930 Posts	Location: Zurich Unterland	"    Thanks very much, that did the trick.
		"	a reputation beyond repute	Join Date: Feb 2007	Groaned at 145 Times in 99 Posts	"""Silverlight""... what is this?"	smoky	Posts: 3,318
659	09.06.2015, 20:57	Newbie 1st class	Thanked 20 Times in 10 Posts	Location: Lexikon	"    Try going to YT through your browser, and not the YT app. on the tablet - it could be related to the geo-location of the Play Store.     
Or it may not be a song that Sam sung.  "	no particular reputation at present	Join Date: May 2015	Groaned at 3 Times in 3 Posts	Video not playable in your country?	Winterthur	Posts: 27
660	08.06.2015, 18:55	Forum Veteran	Thanked 492 Times in 224 Posts	Location: Geneva	" 
			
			I´m using an   right now.   
It´s a pretty basic Android-phone, crappy camera actually.   
What I like:  , and the SIMs all work simultaneously. No more need to carry two phones, not even during holidays where an additional local SIM provides data   "	an excellent reputation	Join Date: Feb 2009	Groaned at 18 Times in 8 Posts	New phone ideas please	Marsalforn	Posts: 549
661	09.06.2015, 12:04	Forum Veteran	Thanked 1,098 Times in 602 Posts	Location: Best City, Greatest Nation	" 
			
			thank you for being resourceful on my behalf.
		"	a reputation beyond repute	Join Date: Aug 2010	Groaned at 194 Times in 107 Posts	Skype and Swiss 0848 numbers	CathHarmony	Posts: 1,318
