	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts
275	29.10.2015, 07:27	Forum Veteran	Thanked 1,164 Times in 442 Posts	Location: Kilchberg ZH	"    To be fair, none of those issues are insuperable, although you rightly highlight the need to think ahead and try to cover every eventuality. And, of course, it also depends on the type of pet and the individual animal(s). I have different solutions for dog and cat, for instance.   
Having had to rely on an almost unknown EFer to help me out recently when my support network suddenly went poof within the space of a few weeks through death and relocation - and having it work out immensely well, I'm delighted to say - any resource is useful, although to be used (or not) at one's discretion and judgement.
		"	a reputation beyond repute	Join Date: Sep 2009	Groaned at 23 Times in 8 Posts	Cool alternative...house-pet sitters!	Susan57	Posts: 886
276	25.10.2015, 12:42	Senior Member	Thanked 66 Times in 33 Posts	Location: Outside Lugano	" 
			
			Me neither.  Children on the otherhand...  Myself being one!!   
I'd forgotten about the clapping of hands.   
The spray from Cat n Dogs, sorry I can't remember the name of it.  But i do remember they had quite a selection.
		"	earned some respect	Join Date: Apr 2013	Groaned at 9 Times in 9 Posts	Where to buy plastic carpet protector with spikes underneath?	Konuku	Posts: 341
277	null	null	null	null	"    We tried that once with our little camel, didn't last for 5 minutes then we saw him galloping by - he had simply jumped through the protecting net in the boot and then out the window  must have been painful for him but there was no way he would stay in the car with us gone, no sir!
		"	null	null	null	Dogs in Cars	guest	null
278	05.10.2015, 17:28	Junior Member	Thanked 19 Times in 7 Posts	Location: Solothurn	" 
			
			Sorry this is so stressful. Difficult for any here to help if you drip feed the information though. So is the cat microchipped and is his passport up to date, with current rabbies jab? And where does your car come from, and which plate does it have on at the moment? Australia/ns?
		"	no particular reputation at present	Join Date: Jul 2015	Groaned at 1 Time in 1 Post	UK Cattery	dhart	Posts: 31
279	22.10.2015, 01:01	Newbie	Thanked 0 Times in 0 Posts	Location: basel	"    Off topic, and hopefully you already know this, but just in case:   
Bull Terriers are on the restricted list as potentially dangerous dogs in both Basels. This means you have several hoops to jump through to gain the special permit necessary to be able to keep your dog in BS or BL.   
The regs are here for Basel Stadt:     
And here for Basel Land:         
And now back on topic:   
I would contact Tierschutz Beider Basel to try to book care for your dog. They offer dog care as well as serve as a shelter for homeless dogs. These folks have a good reputation - and are well aware of the issues surrounding listed dogs.         
I also know of one pet sitter working in the Basel area, but I don't know if she takes on listed dogs, or not. Will PM you with the info.       
ETA with my usual sermon-type comment    
When one has a listed dog one must be sure to follow the law at all times. (As should owners of dogs of any breed - but the reality is that owners of listed breeds tend to have a target painted on their backs and so need to be doubly careful...) So please make sure that anyone in Switzerland caring for your dog fulfills the legal requirements for a dog sitter.       
.
		"	no particular reputation at present	Join Date: Oct 2015	Groaned at 0 Times in 0 Posts	DESPERATELY looking for a doghotel	xspaansx	Posts: 2
280	02.10.2015, 19:33	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Solothurn	" 
			
			Sometimes you just have to open your door and it all works out:      "	no particular reputation at present	Join Date: Mar 2015	Groaned at 2 Times in 1 Post	Kitten Wanted !!	nooo	Posts: 17
281	27.09.2015, 12:48	Junior Member	Thanked 50 Times in 35 Posts	Location: Küsnacht	"    Yes, very complicated, here in swiss   
Maybe you should sell dwarf bunnies at your shop -  in between halal bacon, gipfelis, toys, kebap, and winter clothes.
		"	earned some respect	Join Date: Sep 2009	Groaned at 1 Time in 1 Post	where to find bunnies for sale?	tvlgypsy	Posts: 37
282	18.10.2015, 15:23	Forum Veteran	Thanked 1,164 Times in 442 Posts	Location: Kilchberg ZH	" 
			
			Not in the area, but perhaps a possibility?      "	a reputation beyond repute	Join Date: Sep 2009	Groaned at 23 Times in 8 Posts	Suggestions for special needs dog sitting?	Susan57	Posts: 886
283	15.10.2015, 02:20	Junior Member	Thanked 93 Times in 28 Posts	Location: Zurich	" 
			
			I do so hope he is soon reunited with his family.
		"	considered knowledgeable	Join Date: Oct 2013	Groaned at 1 Time in 1 Post	Did you lose your dog in ZH?	lfitz	Posts: 63
284	14.10.2015, 16:21	Newbie 1st class	Thanked 8 Times in 6 Posts	Location: Zurich (CH)	" 
			
			I find Zürich very dog friendly, but because it is a crowded city, your canine companion should be used to all that daily nuisances: crowds, noises, public transport, cars / bikes, children, etc. In all such situations I always keep my dog on leash and close; both for her safety and the comfort of the other people. I've seen people who have changed seats because they were afraid of dogs, but nobody has ever asked me to leave.   
Some parks have signs to keep your dogs on lead: if the area is empty (this happens during bad weather or in the evenings) I sometimes let mine run free, otherwise she is on the leash -- especially if there are children playing nearby. 
Some areas have no leash laws, I use common sense there (e.g. I don't let my dog run free in the forest, in case she wants to hunt something).   
The cantonal law prohibits dogs to enter school grounds, cementeries, playgrounds and churches (did I forget something?).   
I am lucky to live in an old building with thick walls. I don't hear my neighbors, they don't complain if I play chase and run with my dog around the table  .
		"	no particular reputation at present	Join Date: Apr 2011	Groaned at 0 Times in 0 Posts	Dog's life in Zurich	superlu79	Posts: 21
285	09.10.2015, 14:59	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Lasuanne	" 
			
			Bumping this up. Perhaps a dog owner from Lausanne area sees it. Could also try to find someone on sites like  .
		"	no particular reputation at present	Join Date: Feb 2013	Groaned at 1 Time in 1 Post	Dog Playgroup	camronp03	Posts: 22
286	10.10.2015, 22:58	Newbie	Thanked 0 Times in 0 Posts	Location: Zürich	    I've scheduled a meeting for next Monday, should be enough time for her to be over with the heat. I hope you can make it   	no particular reputation at present	Join Date: Oct 2015	Groaned at 0 Times in 0 Posts	Playgroup	Bernardes	Posts: 3
287	04.10.2015, 22:02	Senior Member	Thanked 163 Times in 97 Posts	Location: near Lausanne	" 
			
			take him to geneva...i hear the gay scene is pretty strong there     "	earned some respect	Join Date: Aug 2009	Groaned at 0 Times in 0 Posts	Suggestions needed for rehoming cockatiel	LearningAlways	Posts: 356
288	25.09.2015, 18:34	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Zurich	" 
			
			Thanks a lot !
		"	no particular reputation at present	Join Date: Sep 2015	Groaned at 0 Times in 0 Posts	Abyssinian cat in Switzerland	ktBegemot	Posts: 10
289	24.07.2015, 00:07	Member	Thanked 60 Times in 37 Posts	Location: Basel	" 
			
			Pardon the pedantry, but...      In   case only the practical was mandatory.   
As has been said many, many times, in many, many threads on this forum:   
If you have had dogs before moving to Switzerland  - and thus are not registered in the ANIS database, the usual proof of prior ownership - it is up to the cantonal Veterinäramt to decide whether you are required to do the Theory course or not.    
We have seen over and over again that similar cases in the same canton end up with different rulings. The decision is not cantonal, not communal -   Each owner must contact the cantonal Veterinäramt him/her self.   
I appreciate that you are trying to be helpful, but please be careful of generalizing your individual experience into a broader rule.    
Hope you and your pup enjoy your stay in Switzerland.
		"	no particular reputation at present	Join Date: Feb 2013	Groaned at 3 Times in 2 Posts	Theory test ... After bringing a dog over to CH	Wabma	Posts: 203
290	06.09.2015, 21:23	Newbie 1st class	Thanked 6 Times in 1 Post	Location: Ägeri	" 
			
			I regularily see other dogs out and about here (Unter) and it is a point to not that we aren't as strict as Ober. If you see a fella with 3 chocolate labs on your Ägeri travels say hi... it'll be me  "	considered a nuisance	Join Date: Jun 2015	Groaned at 5 Times in 3 Posts	Looking for Dog Play near Zug	VizslaMoose	Posts: 14
291	04.09.2015, 14:11	Forum Legend	Thanked 16,111 Times in 5,288 Posts	Location: SZ	" 
			
			How horrible! Some people should never have pets to begin with.
		"	a reputation beyond repute	Join Date: Sep 2006	Groaned at 18 Times in 17 Posts	Puppies tossed over fence into Tierhiem ordered euthanized.	meloncollie	Posts: 7,687
292	01.10.2015, 14:46	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			There are 3 kittens looking for a good home on FB group ""Basel Buy and Sell""
		"	no particular reputation at present	Join Date: Jan 2014	Groaned at 0 Times in 0 Posts	Kitten wanted	nalatajka	Posts: 9
293	18.09.2015, 12:31	Senior Member	Thanked 292 Times in 134 Posts	Location: Zug	" 
			
			Fancy a vocal warm up?          
Modern times.
		"	earned the respect of many	Join Date: Apr 2011	Groaned at 4 Times in 2 Posts	My dog bit me!	NickGB	Posts: 303
294	04.08.2015, 08:40	Member	Thanked 60 Times in 37 Posts	Location: Basel	"    Primrose, most of the petsitters charging on average CHF 100 per day will only take one client's dog (or dogs) at a time.   
If you are caring for multiple clients' dogs at the same time, that is a different type of sitting, reflecting different pricing.    
Some dogs cannot live with unknown dogs, hence the need for sitters who limit the dogs they care for to one family group at a time.    
CHF 100 for care in the client's home and CHF 200 for in-home care is common in the greater ZH area.    
It's good that you brought this up, though, as whether or not the sitter is caring for your dog exclusively is a question that dog owners should make sure ask while researching care options.     
ETA:   
Prices are all over the ballpark, those quoted are what is commonly charged, you will find variations everywhere. In addition to the number of dogs cared for at one time, other factors that affect pricing include the individual needs of the dog, what the sitter can offer in the daily routine, how much time the sitter spends with the client's dog vs other commitments, the client's expectations. And, of course, whether the sitter is working legally and is compliant with education requirements. You will find, though, that some of the people working illegally charge very high prices...
		"	no particular reputation at present	Join Date: Feb 2013	Groaned at 3 Times in 2 Posts	At home boarding for dogs?	Wabma	Posts: 203
295	25.09.2015, 20:51	Junior Member	Thanked 15 Times in 13 Posts	Location: Earth	" 
			
			I have one in our garden that works only up to 10 meters. So I have measured it out that the cats can still walk at the end of our garden (where for some unknown reason they don´t want to crap) but avoid the rest. It stops and doesn´t work at concrete fences (at the sides of our garden) so it doesn´t go any further than that. 
The sound cannot be heard by humans, at least if you keep it at the ""cat"" position. There is a different one for wild boars etc (yes, it is in Berlin and they have loads of them) but that can be heard by humans as well.   
I realize that not everyone advocates this and people may find it wrong, but I am at the end of my wit in trying to get the beasties to do their business anywhere else (all the ""regular"" ways didn´t work).   
I love cats but not having them crap in my garden...... And as the neighbours don´t think this a problem..... This is a better solution (I hope) than pickung up the stuff and throwing it into their garden   "	considered a nuisance	Join Date: Jul 2011	Groaned at 20 Times in 6 Posts	Installing electric fence	martonhajnal	Posts: 72
296	24.08.2009, 14:52	Newbie 1st class	Thanked 3 Times in 2 Posts	Location: Luzern	" 
			
			Hello everyone-   
We recently brought in out 6-year old boxer from the States who has been in the loving care of my sister while we have established our place here in Switzerland.  Unfortunately, as a city dog, she had more limited exposure to other dogs and now gets quite anxious and excited when she sees other dogs (leash pulling, whimpering that turns into excited barking).  She's not at all aggressive, but as a boxer she does tend to play rough which pisses other dogs off so generally we try to limit her being able to go up and sniff other dogs.  Given her age, I think we could use the help of a professional to curb this behavior.  Does anyone have any suggestions for an English speaking dog trainer in the Luzern area?   
Thanks so much.
		"	no particular reputation at present	Join Date: Jan 2007	Groaned at 0 Times in 0 Posts	Advice needed -> seeking English speaking dog trainer	new2luzern	Posts: 28
297	24.09.2015, 13:42	Newbie	Thanked 11 Times in 2 Posts	Location: Zürich	" 
			
			Since there hasn't been a post about about relocating a dog recently, I thought I'd share my experience from February 2015. It was actually much easier than I expected; I was definitely over prepared. Best part = No quarantine! For paperwork, all you need is a Euro Microchip, new rabies shot, APHIS form, and EU health certificate.    
DETAILS 
Dog: 6.5 year old female boxer dog with docked tail (rescued when she was 1yr) 
Weight: 50 pounds 
Airline: American Airlines 
Kennel: n/a (Rode as Emotional Support Animal in cabin) 
Time: Arrived at the airport 3-4 hours before scheduled flight 
Departure info: February 25th 
Price: None 
Route: Dallas DFW --> New York JFK (had a dog potty area) --> Zurich ZRH    
RABIES & MICROCHIP INFO   
- We opted to insert a Euro Microchip instead of buying a reading device, so our dog had to get a new rabies shot. You can do the rabies shot right after implantation of the microchip the same day if you want; the rabies shot just has to be after the implantation.  
- Additional Notes: 
(1) The microchip our vet used was petlink.net (it met the ISO Standards 11784/11785) and the cost was $50USD 
(2) We had the vet hand sign a couple vaccination records in blue ink, since they normally tended to use stamps for signatures.  
(3) The vet charged $15USD for the rabies shot.  
(4) She got her microchip and rabies shot on Jan 12, and our flight was Feb 25th.   
EU CERTIFICATE INFO   
- The most important note about the EU Certificate is that it must be issued within 10 days of travel (including the time to be mailed to and returned from the USDA office to be officially stamped) and it must be completed by a USDA Accredited Veterinarian. 
- Additional Notes: 
(1) The vet charged $60USD for the visit and completing the form. 
(2) As a precautionary measure, we had this vet fill out an APHIS Form 7001 for traveling on the plane. 
(3) All forms completed in blue ink.  
(4) We mailed the completed EU Health Certificate and APHIS FORM 7001 by the accredited USDA vet and a signed rabies vaccination certificate from our normal vet to the export department at the USDA Animal and Plant Health Inspection Services (for us in Austin). There is was officially stamped and mailed back in a pre-paid envelope we had originally sent. It cost $38USD plus shipping to and back. You will have to use 1-3days shipping via Fedex/UPS to ensure you get everything done within the 10 days of travel. 
(5) Here is the link for the new EU health certificate.     
EMOTIONAL SUPPORT ANIMAL INFO 
If this qualifies, prior to 48 hours before travel, you have to call American Airlines and submit an ESA Authorization Form (completed by a Mental Health Professional). My dog sat and slept right by my legs and partially under the seat in front of me.    
DOCKED TAIL INFO 
A dog with a docked tail is allowed (as relocation goods) if the following conditions are met: 
1) It must be imported by the owner itself 
2) It has been owned for at least six months before moving to Switzerland 
3) The dog has a Microchip (ISO Standard 11784, which only contains digits as identification code), valid rabies vaccination, and a Veterinary certificate 
- We were questioned about the docked tail at the airport customs, but since we had all our paperwork for moving (i.e. work contract) it was no issue to assume she was personal goods. If I were to do it again, I would have had my vet write a letter noting the reason why my dog had a docked tail just to be extra safe.     
AIRPORT & CUSTOMS 
- We had an experience similar to DantesDame. After we landed  we went through customs, declared our dog and other goods (we didn't know if we had to or not, but felt it was prudent to do so). The guy at the counter checked our paperwork and then had us fill out a Declaration/Application for clearance of household effects. At the end, he made copies and date stamped each page with an official airport stamp - this included the Declaration/Application for clearance of household effects, the vet vaccination certificate, the APHIS Form 7001, the EU Health Certificate, and a copy of my passport. No money changed hands.  
- We also carried copies of the work contract and lodging, if possible, to prove we were moving here.    
__________________________________________________  _____________   
UPON ARRIVAL IN ZURICH 
1) You are required to register the animal in your Swiss place of residence. 
- When my husband and I registered at the Kreisburo, they said we needed to register our dog with the Hundekontrolle der Stadt Zurich. This involved printing a form  , filling it out, and mailing it in. The form asks for general information about you and your dog, and I went ahead and included a copy of her ANIS registration (see next step) 
- A few weeks after mailing the form, I received a bill from the Stadt Zurich, essentially the registration and taxes for having a dog. In total the cost was 180.00CHF   
2) A Swiss veterinarian must additionally register the dog in the Swiss dog database (ANIS).  
-We went to a local vet (found through google search) and it took <15 minutes for the front desk assistant to fill out the form. They mailed it in, so it was really easy. This cost 45CHF and was completed March 5 (7 days after arrival). 
- We also got a Swiss Pet Passport for 25CHF.   
- The vet we used was Dr. med. vet. Kleintierpraxis - Norbert Frei. One of the receptionists spoke English, Spanish, and German   Freiestrasse 148a, 8032 Zürich Kreis 7 Hirslanden. Tel 044 422 4073    
3) SKN Course 
Luckily, my dog and I are exempt. I believe it is because I had her before this law came into effect. I called both Hundekontrolle +41 44 411 61 92 and the vet office +41 43 259 41 41 to confirm. But here are a couple of options for English-speaking SKN courses that I had investigated before I knew I was exempt.  
(A) Deborah Bailey.  (0)44 918 36 38,  .  
(B) Patricia at  , Markusstrasse 11, 8006 Zürich, 079 724 12 52   
__________________________________________________  _____________   
USEFUL CONTACT INFO 
- I emailed each of these entities before traveling to confirm / answer questions. All were very responsive and helpful!   
USDA, APHIS, VS Export Dept. 
903 San Jacinto Blvd, Room 262 
Austin, TX 78701 
Email:   
512-383-2411 (Press #1)  -  Phone 
512-916-5591  -  Fax   
Federal Department of Home Affairs FDHA 
Federal Food Safety and Veterinary Office FSVO 
Schwarzenburgstrasse 155 
3003 Bern, Switzerland 
Tel +41 58 463 30 33     
Auskunftszentrale 
Zollkreisdirektion Schaffhausen 
Bahnhofstrasse 62 
Postfach 1772 
8201 Schaffhausen  
Tel +41 58 480 11 66 
Fax +41 58 480 11 99           
Relevant documents and updated veterinary certificate in it:     
__________________________________________________  _____________   
Well I hope this is helpful. Feel free to PM if you have additional questions.   "	no particular reputation at present	Join Date: Mar 2015	Groaned at 0 Times in 0 Posts	Bringing / Importing a Dog from the US & What to do when you arrive (2015 Update)	mlg12341234	Posts: 3
298	16.09.2015, 22:51	Newbie 1st class	Thanked 7 Times in 4 Posts	Location: Switzerland, Rümlang	" 
			
			Thank you, Mellon Collie.  I really didn't know that much. I know about the list, and there are different courses required for the type of the dog.    
We want to adopt a small doggie. But of course, you never know what you'll experience at the shelter.    
I want to educate my dog as much as possible. So attending at least one year is probably a good idea.   
I understand SG unfortunately very less, HG is good, though not as good as English.    
I guess asking the trainer when i'm lost is what is required.   
Thank you again very very much!   
I will look for courses around then.
		"	earned some respect	Join Date: Apr 2010	Groaned at 0 Times in 0 Posts	Doggy Practical course in German German?	denizzz	Posts: 24
299	21.07.2015, 02:37	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			WWF Switzerland offers volunteer opportunities, more under  https://freiwilligenportal.wwf.ch .    
If you are multilingual, PM me and I'll forward your application to their translation staff.   
UNV (United Nations Online Volunteer) is a database of NGOs in need of support (ranging from finance, to IT, translating and project management)  https://www.onlinevolunteering.org/en/index.html        "	no particular reputation at present	Join Date: Apr 2015	Groaned at 0 Times in 0 Posts	Animal shelter volunteering	oisink	Posts: 5
300	null	null	null	null	"    Because that is the official advice given, if on a Sunday you can't get to a shop with mealworm- that + water. And to leave a baby fallen off the nest if it is with mother, even if at risk- unless clearly injured. I worked as a volunteer with a wildlife group in the UK for over 30 years.
		"	null	null	null	Quite a large baby bird found - need advice!	guest	null
301	20.09.2015, 12:09	Forum Veteran	Thanked 1,508 Times in 705 Posts	Location: Near Luzern	" 
			
			The title got me going too  , so edited and moved to 'pet corner'
		"	a reputation beyond repute	Join Date: Jan 2008	Groaned at 76 Times in 42 Posts	RIP: Tom the lama from Ticino	Patxi	Posts: 1,323
302	09.09.2015, 21:48	Newbie	Thanked 0 Times in 0 Posts	Location: Isle of Man	" 
			
			Thinking of this thread again, after I had yet another frustrating conversation out on our walk today where someone was adamant that small or young dogs cannot be found in rescue.    
(This lady stopped to compliment me on my collie and sheltie - and was shocked to hear that both were rescues.)   
So for the OP (and anyone else, of course), as you have indicated you are considering a small young 'fluffy' mixed-breed dog, perhaps take a gander at:    
Mixes from the breeds you mention: 
Snejka, ID 41839 a 2-3 year old female Maltese mix 
Lisa, 42057, a 6-12 month old Havaneser-Pudel mix female   
Or  a couple of small pure breeds: 
Struppi, 42056, a 2-3 year old Coton de Tulear 
Chico, 42010, a 6-12 month male Pappillon   
And the following 'small white fluffy'  mix unknown, puppies from the same litter, all under 6 months old: 
Jowi, ID 42071, male  
Job, 41988 male  
Joy, 41987, female  
Jozua 41986 male   
Two not-white but fluffy puppies from the same litter: 
Bree, 42058, a 4 month old female 
Benjamin 42059, 4 month old male -    
And Natasha, 41946, female white fluffy mix, 1-2 years old   
Among the small dogs there are also a couple of young french bulldogs, chi and JR types. And several older dogs, just as much fun as puppies but a heck of a lot less work.   
---   
So many gorgeous dogs of all sizes, ages, breeds and mixes can be found on the Tierdatenbank. Always worth a look - your 'future best friend' just might be there waiting for you.
		"	no particular reputation at present	Join Date: Jun 2015	Groaned at 0 Times in 0 Posts	Small Dogs	gillspadoni	Posts: 5
303	09.09.2015, 20:16	Senior Member	Thanked 241 Times in 110 Posts	Location: Zurich	" 
			
			Hi   
I'm looking for the odd pet sitting for our pug and French bulldog both house trained and friendly anybody that loves dogs please inbox me
		"	an excellent reputation	Join Date: Oct 2010	Groaned at 35 Times in 17 Posts	Pet sitter	hayleyjay1	Posts: 374
304	08.09.2015, 19:55	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Bern	" 
			
			Go to your Vet and ask for all the docs . there is quite a few. You need to have your animal checked by the vet no more than 10  days before departure. You also need to check with your airline that they accept pets on that flight. Kennel etc needs to be right dimensions etc etc    
Thats about it. We did it with our dog (in cabin) to the USA. On the way way back the papers needed to be checked by the USDA.    
Noone has EVER checked any docs (broght back 2 dogs from the USA and 1x to the USA , but better safe than sorry I guess
		"	no particular reputation at present	Join Date: Aug 2015	Groaned at 0 Times in 0 Posts	Cat travel CH to USA	ZollikofenSW	Posts: 10
305	07.09.2015, 16:15	Forum Legend	Thanked 3,545 Times in 1,803 Posts	Location: here	" 
			
			When we were living in Germany there was a tramp who used to sit outside the supermarket where we shopped and ask people for small change. If we had time we sometimes stopped to chat to him or buy him a coffee or something to eat.   
He always had a dog with him. The dog was well behaved and well looked after.   
One day the dog wasn't there so we asked him and he told us, with tears in his eyes, that the dog had been run over and was now in the hospital.   
The next week we saw him again and the dog was back, but completely stitched up and bandaged. We told him we were happy to see his dog was back. He broke out in tears again and said yes, the dog was all he had in his life. He told us the vet had stitched everything up and taken good care of the dog in a long and difficult operation. When at the end of it he had come to pick up the dog he had asked how much it would cost, saying he was a poor tramp without much money. The vet had said,for you it's 5 DM.    
So there are still vets out there with their heart in the right place.
		"	a reputation beyond repute	Join Date: Feb 2012	Groaned at 51 Times in 42 Posts	The importance of emergency pet funds.	glowjupiter	Posts: 3,534
306	27.08.2015, 09:50	Member	Thanked 54 Times in 35 Posts	Location: Bern	" 
			
			Big Mara- I only buy sunflower seeds, as most seed mixes have far too much corn and maize. Very few blackbirds here, but for them and fieldfares, I scatter seed on the grass and they love it. All sorts of tits and finches here, nuthatches, sparrows, depending on season.   
As said, I boycott any product with palm oil, can't see the point on feeding birds with products that cause massive deforestation and kills organg-utangs and other wildlife    As said, would love to hear about fat mixes and fatballs which do NOT contain palm oil- sadly most do.
		"	no particular reputation at present	Join Date: May 2014	Groaned at 7 Times in 2 Posts	Wild bird food- where to buy?	Britmumabroad	Posts: 120
307	22.08.2011, 23:05	Forum Legend	Thanked 4,418 Times in 1,867 Posts	Location: Lutry	"    Sorry, they are not supposed to eat my grapes. I never gave them permission.
		"	a reputation beyond repute	Join Date: Oct 2007	Groaned at 30 Times in 26 Posts	Wasps!	Mélusine	Posts: 3,398
308	09.10.2014, 18:51	Newbie	Thanked 1 Time in 1 Post	Location: Zurich	"    I don't give classes, I take them.  I'm not a trainer, far from it, just a bog standard dog owner.   
However the mutts and I have been working with an outstanding trainer for 9 years now. She does her courses in the usual mix of Swiss and High German that one finds everywhere in Switzerland when the group is a mix of Swiss and Auslanders. That is, she starts in High German for my benefit, but the conversation often goes back and forth between HG and SG.     
As posters have commented on other threads, there are some trainers who are willing to do the course in English - but you will have many more choices if you can work in German. HG or SG.    
If you are concerned about language, some trainers list the languagages they speak on their websites, but as others don't simply write all the trainers convenient to you and ask what language the trainer is willing to work in. Here is the list of certified SKN trainers:         
Just another coment though:   
What sort of dog do you have?   
Rümlang is canton Zürich - where a different set of classes are mandatory for List 1 dogs, any breed or mix whose adult weight and size are expected to be over 15kg or 45cm. If you fall into this category you will need the SKN theory course before acquiring a dog, but then must do the more extensive Zürich courses, Welpenförderung, Junghund, Erwachsene. The federal SKN requirements are rolled into the Zürich List 1 courses.   
Hope you find a trainer you will enjoy working with...
		"	no particular reputation at present	Join Date: Oct 2014	Groaned at 0 Times in 0 Posts	Dog Training	Joanna and David	Posts: 6
309	30.08.2015, 19:10	Forum Legend	Thanked 3,229 Times in 1,309 Posts	Location: What's it to you?	"      of the animals were cats in 2014.   Only every tenth cat was wearing a microchip.  
If you want to commit to your cats, get them chipped just like dogs. There's no harm in doing so, it helps the search for them in case they're lost or their return to the owner in case of an accident or theft. I don't understand why people don't get their cats chipped?     . He mentions that, in November, vet fees are often reduced for the chipping procedure.    
70-100 CHF well spent in my opinion.   
Especially as some **** in Thurgau tore two kittens' heads off...    "	a reputation beyond repute	Join Date: Jun 2007	Groaned at 98 Times in 68 Posts	Forever dog	Snoopy	Posts: 2,649
310	31.08.2015, 19:24	Forum Legend	Thanked 8,755 Times in 4,797 Posts	Location: Zürich	"    Oh I readily agree that the fear of some Listenhund   is not unfounded. There are many people who should not own a Listenhund, nor a Chihuahua. Bad dogs are made, not born. Show me a bad dog and I will show you a bad person on the other end of the lead.   
That bad person, the irresponsible idiot owner, turned a blank canvas puppy into a problem dog. That person must bear full responsibility.   
But the other thousands of perfectly well behaved dogs of the same breed should not be judged, banned, and killed off because of a small number of irresponsible idiots. And that is what BSL does.    
What BSL does not do is solve the problem of idiot owners, not one whit.
		"	a reputation beyond repute	Join Date: May 2008	Groaned at 170 Times in 145 Posts	Can you imagine using these muzzles here?	marton	Posts: 7,567
311	null	null	null	null	" 
			
			How big is the ""rat""?
		"	null	null	null	Chicken wire	guest	null
312	31.08.2015, 14:09	Forum Legend	Thanked 3,545 Times in 1,803 Posts	Location: here	" 
			
			How horrid..  We've had a neighbor putting out poisonous foods around where I live and my cat is an outdoors cat, so I was living in fear of him never coming home basically. Eventually that neighbor was warned and he stopped (as far as I know). Wished there were harsher consequences for animal abusers and killers, but even when you establish causation and actus reus they seem to get away with it too easily.  
Glad that there are also lots of amazing people out there who donate their time toward animals in need. This vid is on the Blind Cat Rescue, which is an organization caring for blind cats and FIV, FELV + cats.    "	a reputation beyond repute	Join Date: Feb 2012	Groaned at 51 Times in 42 Posts	Cat shooter - owners beware	glowjupiter	Posts: 3,534
313	14.12.2010, 22:02	Forum Veteran	Thanked 1,508 Times in 705 Posts	Location: Near Luzern	" 
			
			Bringing this back up, with a resource I just learned about :   
TierischAnders here in Switzerland rents wheeled carts as well as sells them. Renting a cart might be a good temporary solution for those whose dogs are recovering from surgery, or for those who are considering trying out wheels but first want to see if their dog will accept them before investing in getting a set made:         
I heard about this from the info stand at the Verein für behinderte Hunde open day yesterday.  These good folks had lots of info on resources available in Switzerland and Germany. I am so pleased to have found this group; the work they do advocating for our very special friends is admirable.      "	a reputation beyond repute	Join Date: Jan 2008	Groaned at 76 Times in 42 Posts	Dog Wheelchair Wanted	Patxi	Posts: 1,323
314	28.04.2014, 18:50	Newbie	Thanked 4 Times in 2 Posts	Location: Leysin	" 
			
			Hello, everyone   
I'm not near Aigle, but am living in Vaud, in a small village about 15 km northwest of Lausanne.  I figured I could just ask here instead of starting a new thread.   
We just moved here about 10 days ago, and the house we've moved into has a pond in the back yard that our German Shepherd cannot resist jumping into every couple of days.  It's relatively filthy, which of course makes him love it even more, but also makes him pretty filthy himself.  We can bathe him ourselves, but sometimes it's nice to have someone else do it.   
Is anyone aware of any groomers (or do-it-yourself places, if they exist in Switzerland) in the area between Lausanne and Vevey?  Thanks for any help.
		"	no particular reputation at present	Join Date: Nov 2012	Groaned at 0 Times in 0 Posts	Dog Groomer-near Aigle in Vaud	DWM	Posts: 6
315	30.08.2015, 20:50	Forum Veteran	Thanked 1,073 Times in 463 Posts	Location: Vaud/Valais	" 
			
			I thought I would post this again for our newer members:      From time to time, people tell me, ""lighten up, it's just a dog,"" or  ""that's a lot of money for just a dog."" They don't understand the  distance traveled, the time spent, or the costs involved for ""just a  dog."" 
 Some of my proudest moments have come about with ""just a dog."" Many  hours have passed and my only company was ""just a dog,"" but I did not  once feel slighted. 
 Some of my saddest moments have been brought about by ""just a dog,""  and in those days of darkness, the gentle touch of ""just a dog"" gave me  comfort and reason to overcome the day. 
 If you, too, think it's ""just a dog,"" then you will probably  understand phrases like ""just a friend,"" ""just a sunrise,"" or ""just a  promise."" 
 ""Just a dog"" brings into my life the very essence of friendship, trust, and pure and unbridled joy. 
 ""Just a dog"" brings out the compassion and patience that makes me a better person. 
 Because of ""just a dog,"" I will rise early, take long walks and look  longingly to the future. So for me and folks like me, it's not ""just a  dog"" but an embodiment of all the hopes and dreams of the future, the  fond memories of the past, and the pure joy of the moment. 
 I hope that someday they can understand that it's not ""just a dog,""  but the thing that gives me humanity and keeps me from being ""just a  woman."" So the next time you hear the phrase ""just a dog,"" just  smile--because they ""just don't understand.""   
 -Author Unknown
		"	a reputation beyond repute	Join Date: Oct 2007	Groaned at 30 Times in 19 Posts	Just a Dog	Merrylegs	Posts: 810
