	hrefs	replies	threads	views
2303	http://www.englishforum.ch/family-matters-health/94374-new-stork-times.html	7	The New Stork Times	1,801
2304	http://www.englishforum.ch/family-matters-health/154034-help-schools-around-baden.html	14	Help with Schools around Baden	2,326
2305	http://www.englishforum.ch/family-matters-health/170794-basel-eye-doctor-recommendation.html	6	Basel - Eye Doctor recommendation	3,111
2306	http://www.englishforum.ch/family-matters-health/86539-anyone-know-new-contact-info-winterthur-organizer-toddler-playgroups.html	5	anyone know the new contact info for the winterthur organizer of toddler playgroups	1,043
2307	http://www.englishforum.ch/family-matters-health/173586-hypnobirthing-classes-english.html	3	HypnoBirthing Classes in English	2,465
2308	http://www.englishforum.ch/family-matters-health/155280-probate.html	4	Probate	1,193
2309	http://www.englishforum.ch/family-matters-health/58292-marriage-contracts-pre-nups-switzerland.html	11	Marriage contracts/pre-nups in switzerland	3,850
2310	http://www.englishforum.ch/family-matters-health/173583-civil-marriage-non-eu.html	1	Civil Marriage for Non-EU	676
2311	http://www.englishforum.ch/family-matters-health/173035-entertaining-kids-during-1-week-reconnaissance-trip.html	7	Entertaining kids during a 1-week reconnaissance trip	1,573
2312	http://www.englishforum.ch/family-matters-health/133459-dentists-basel-just-over-border.html	35	Dentists, Basel or just over the border	5,340
2313	http://www.englishforum.ch/family-matters-health/173325-doctor-dentist-martigny-verbier.html	4	Doctor and Dentist in Martigny or Verbier	1,626
2314	http://www.englishforum.ch/family-matters-health/173488-huggies-nappies-new-born-size-2-3-6-kg.html	0	Huggies nappies, new born size 2 (3-6 kg).	810
2315	http://www.englishforum.ch/family-matters-health/104878-baby-due-july-need-childcare-options.html	9	Baby Due July - Need Childcare options	1,682
2316	http://www.englishforum.ch/family-matters-health/173443-frame-big-photo-print.html	0	frame for big photo print	3
2317	http://www.englishforum.ch/family-matters-health/173282-how-do-i-prove-swiss-authorities-my-swiss-wife-has-not-been-living-ch.html	23	How do I prove to the Swiss authorities that my Swiss wife has NOT been living in CH	2,894
2318	http://www.englishforum.ch/family-matters-health/173070-going-movies-kids.html	41	Going to the movies with kids	3,341
2319	http://www.englishforum.ch/family-matters-health/173160-psychoanalysis-z-rich.html	0	Psychoanalysis in Zürich	894
2320	http://www.englishforum.ch/family-matters-health/173108-beautiful-city-halls-civil-ceremony.html	3	Beautiful city halls for civil ceremony?	648
2321	http://www.englishforum.ch/family-matters-health/173071-again-densist-near-france-border-evian.html	0	again with the densist (near France border Evian)	1,003
2322	http://www.englishforum.ch/family-matters-health/172852-uk-marrying-non-european.html	10	UK marrying a non-european	1,212
2323	http://www.englishforum.ch/family-matters-health/172662-eye-doctor-zurich-recommendation.html	6	Eye Doctor in Zurich recommendation	3,301
2324	http://www.englishforum.ch/family-matters-health/172854-repeat-prescriptions.html	5	Repeat Prescriptions	707
2325	http://www.englishforum.ch/family-matters-health/172787-herbalife.html	6	Herbalife	1,587
2326	http://www.englishforum.ch/family-matters-health/164865-international-moms-winterthur.html	9	International moms in Winterthur?	1,560
2327	http://www.englishforum.ch/family-matters-health/172651-civil-ceremony-procedure.html	17	Civil ceremony procedure	1,361
2328	http://www.englishforum.ch/family-matters-health/172280-senior-benefits-ch-like-aarp-us.html	16	Senior benefits in CH like AARP in US	1,334
2329	http://www.englishforum.ch/family-matters-health/172554-zurich-airport-buggy-check.html	8	zurich airport & Buggy check in	1,349
2330	http://www.englishforum.ch/family-matters-health/172545-allergy-help-needed.html	14	Allergy help needed.....	1,176
2331	http://www.englishforum.ch/family-matters-health/112485-pollen-allergy.html	35	pollen allergy	7,618
2332	http://www.englishforum.ch/family-matters-health/172454-primer-bb-cream.html	11	Primer or BB Cream	2,961
2333	http://www.englishforum.ch/family-matters-health/169514-need-cheap-divorce-lawyer-zurich.html	8	Need a cheap divorce lawyer in Zurich	4,970
2334	http://www.englishforum.ch/family-matters-health/162815-no-gluten-free-stuff.html	84	No Gluten Free Stuff	10,539
2335	http://www.englishforum.ch/family-matters-health/172456-what-do-hopital-de-la-tour.html	7	What to do (Hopital De La Tour)?	1,152
2336	http://www.englishforum.ch/family-matters-health/172437-where-can-i-get-following.html	1	Where can i get the following?	656
2337	http://www.englishforum.ch/family-matters-health/112134-easter-egg-hunt.html	4	Easter egg hunt?	1,718
2338	http://www.englishforum.ch/family-matters-health/156033-needed-pour-my-heart-out-someone.html	29	Needed to pour my heart out to someone	3,407
2339	http://www.englishforum.ch/family-matters-health/162429-maternity-nurse-night-nurse-zurich-suggestions-please.html	5	Maternity Nurse / Night Nurse Zurich suggestions please	2,698
2340	http://www.englishforum.ch/family-matters-health/172276-birth-control-youth-clinic-geneva.html	2	Birth Control and Youth Clinic in Geneva	1,637
2341	http://www.englishforum.ch/family-matters-health/172177-encephalitis-tick.html	3	Encephalitis tick	1,693
2342	http://www.englishforum.ch/family-matters-health/170563-foreign-precription-filled-here.html	18	foreign precription filled here?	1,411
2343	http://www.englishforum.ch/family-matters-health/172141-praxisklinik-urania.html	0	Praxisklinik Urania	861
2344	http://www.englishforum.ch/family-matters-health/131718-place-small-b-day-party-zurich.html	15	Place for small B-day party in Zurich?	4,805
2345	http://www.englishforum.ch/family-matters-health/164737-english-speaking-doctor-schwerzenbach.html	2	English-speaking doctor in Schwerzenbach	974
2346	http://www.englishforum.ch/family-matters-health/168012-playdate-zurich-adliswil.html	2	PLAYDATE Zurich/Adliswil	789
2347	http://www.englishforum.ch/family-matters-health/171985-weekend-daycare-nanny.html	1	Weekend Daycare or Nanny	609
2348	http://www.englishforum.ch/family-matters-health/171964-married-6-years-moving-back-switzerland-spouse-permit-question.html	11	Married for 6 years, moving back to Switzerland (Spouse permit question)	1,356
2349	http://www.englishforum.ch/family-matters-health/171822-family-doctor-geneva.html	2	Family doctor in Geneva	1,543
2350	http://www.englishforum.ch/family-matters-health/171246-help-needed-ecing.html	2	Help needed with ECing	613
2351	http://www.englishforum.ch/family-matters-health/171917-schools-morges.html	0	Schools in Morges	1,132
2352	http://www.englishforum.ch/family-matters-health/152722-physio-zug.html	3	Physio in zug	1,817
2353	http://www.englishforum.ch/family-matters-health/171809-advice-pls-english-speaking-lawyers-testament-will-lausanne.html	2	Advice pls--English speaking lawyers on testament/will -- Lausanne	1,036
2354	http://www.englishforum.ch/family-matters-health/157428-babysitting-circle-baden.html	5	Babysitting Circle in Baden???	1,281
2355	http://www.englishforum.ch/family-matters-health/4255-heavy-metal-chelation.html	25	heavy metal chelation	2,575
2356	http://www.englishforum.ch/family-matters-health/171508-recommendation-paediatrician-zurich.html	2	Recommendation for Paediatrician in Zurich	713
2357	http://www.englishforum.ch/family-matters-health/171624-spring-ans-summer-soccer-camps.html	2	Spring ans Summer Soccer Camps	1,459
2358	http://www.englishforum.ch/family-matters-health/171595-four-forrest-zug.html	0	Four Forrest- zug	564
2359	http://www.englishforum.ch/family-matters-health/171266-reading-tips.html	32	Reading tips	1,797
2360	http://www.englishforum.ch/family-matters-health/170460-summer-activity-clubs-children.html	6	Summer Activity clubs for children????	1,552
2361	http://www.englishforum.ch/family-matters-health/171470-first-aid-course-english-swiss-red-cross-basel.html	1	First Aid Course in English, Swiss Red Cross, Basel	1,615
2362	http://www.englishforum.ch/family-matters-health/129389-would-like-build-up-baby-backpack-hiking-group-vaud-area.html	1	Would like to build up a baby backpack hiking group (Vaud area)	840
2363	http://www.englishforum.ch/family-matters-health/170534-do-you-develop-your-children.html	36	Do you develop your children???	2,959
2364	http://www.englishforum.ch/family-matters-health/165997-hair-loss-ch.html	14	Hair loss in CH?	3,188
2365	http://www.englishforum.ch/family-matters-health/171349-where-can-i-buy-klapperstorch-something-similar-newborn-baby.html	4	Where can I buy Klapperstorch or something similar for a newborn baby?	769
2366	http://www.englishforum.ch/family-matters-health/171327-who-knows-clinics-swiss-do-well-revitalization.html	8	who knows clinics of Swiss do well in revitalization?	1,475
2367	http://www.englishforum.ch/family-matters-health/162815-no-gluten-free-stuff.html	-	Gluten free?	-
2368	http://www.englishforum.ch/family-matters-health/77081-physiotherapist-bern-needed.html	7	Physiotherapist in Bern needed	2,083
2369	http://www.englishforum.ch/family-matters-health/169016-your-kindergarten-safe.html	82	Is your kindergarten safe?	6,446
2370	http://www.englishforum.ch/family-matters-health/166593-want-join-weight-loss-group-zurich.html	2	Want to Join a Weight Loss Group in Zurich?	1,293
2371	http://www.englishforum.ch/family-matters-health/168263-living-ch-but-marrying-swiss-national-uk.html	3	Living in CH, but marrying a Swiss National in the Uk	1,002
2372	http://www.englishforum.ch/family-matters-health/162452-postpartum-depression-anti-depressant-not-anti-depressant.html	96	Postpartum depression... to anti-depressant or not to anti-depressant?	6,478
2373	http://www.englishforum.ch/family-matters-health/170973-looking-divorce-lawyer-canton-valais-urgent.html	3	Looking for Divorce Lawyer In  Canton of Valais - Urgent	1,342
2374	http://www.englishforum.ch/family-matters-health/169632-help-needed-swiss-family-law.html	2	Help needed with swiss family law	1,615
2375	http://www.englishforum.ch/family-matters-health/168663-first-aid-kids-trainer.html	5	First aid for kids trainer	1,035
2376	http://www.englishforum.ch/family-matters-health/171046-dentist-6-years-old-zug.html	9	Dentist for 6 years old - ZUG	909
2377	http://www.englishforum.ch/family-matters-health/170410-why-some-drugs-not-allowed-here.html	28	Why are some drugs not allowed here?	3,283
2378	http://www.englishforum.ch/family-matters-health/170917-removing-amalgam-fillings-zurich.html	3	Removing amalgam fillings in Zurich	848
2379	http://www.englishforum.ch/family-matters-health/170875-deposit-day-care-kinderkrippe.html	13	'Deposit' for day care/Kinderkrippe	1,355
2380	http://www.englishforum.ch/family-matters-health/82359-registering-birth-when-parents-non-swiss-nationals-unmarried.html	11	Registering a birth when parents are non Swiss nationals and unmarried	7,528
2381	http://www.englishforum.ch/family-matters-health/170735-postpartum-depression.html	9	postpartum depression	1,820
2382	http://www.englishforum.ch/family-matters-health/120882-format-indian-parent-s-birth-certificate-registering-new-born.html	4	Format of Indian parent's birth certificate for registering new born	3,054
2383	http://www.englishforum.ch/family-matters-health/170699-really-friendly-french-dentist.html	0	Really friendly French dentist	656
2384	http://www.englishforum.ch/family-matters-health/170661-birth-certificate-translation.html	2	Birth certificate translation	1,152
2385	http://www.englishforum.ch/family-matters-health/169987-i-can-t-trust-my-neighbour-anymore-what-do-i-do.html	55	I can't trust my neighbour anymore. What do I do?	5,208
2386	http://www.englishforum.ch/family-matters-health/168458-nursing-rooms-zurich-mother-baby-groups.html	8	Nursing rooms in Zurich / Mother-Baby groups	1,867
2387	http://www.englishforum.ch/family-matters-health/98765-looking-english-speaking-gyn-winterthur.html	4	Looking for English speaking GYN in Winterthur	1,199
2388	http://www.englishforum.ch/family-matters-health/170539-food-school-trutengeschnetzeltes.html	8	Food in School - Trutengeschnetzeltes	1,431
2389	http://www.englishforum.ch/family-matters-health/170544-www-expatriateconnection-com.html	4	www.expatriateconnection.com	667
2390	http://www.englishforum.ch/family-matters-health/170485-ent-doctor.html	4	ENT doctor	1,585
2391	http://www.englishforum.ch/family-matters-health/170484-foot-clinic-suggestion-required.html	0	Foot Clinic: Suggestion Required	512
2392	http://www.englishforum.ch/family-matters-health/170126-no-family-doctor.html	3	No family doctor	889
2393	http://www.englishforum.ch/family-matters-health/170296-flying-child-severe-food-allergy.html	34	Flying with a child with severe food allergy	2,516
2394	http://www.englishforum.ch/family-matters-health/149661-difficult-have-child-french-speaking-school-if-parent-doesn-t-speak-french.html	21	Difficult to have child in French speaking school if parent doesn't speak French?	4,380
2395	http://www.englishforum.ch/family-matters-health/170339-wants-get-married-needs-advice-how-do.html	4	Wants to get married, needs advice on how to do.	939
2396	http://www.englishforum.ch/family-matters-health/170201-holidays-country-dengue-risk.html	13	"holidays to country with ""dengue""-risk"	1,242
2397	http://www.englishforum.ch/family-matters-health/169630-my-husband-separate-me-our-child.html	64	my husband separate me from our child	7,534
2398	http://www.englishforum.ch/family-matters-health/170232-possible-get-marraige-visa-uk-while-student-visa-switzerland.html	7	Is it possible to get marraige visa to uk while on student visa in Switzerland?	866
2399	http://www.englishforum.ch/family-matters-health/170224-breastfeeding-pumping-mums-needed.html	0	Breastfeeding and pumping mums needed.....	535
2400	http://www.englishforum.ch/family-matters-health/36974-tagesmutter-how-get-started-childminder.html	15	Tagesmutter - how to get started? (childminder)	7,283
2401	http://www.englishforum.ch/family-matters-health/115027-new-nestle-formula-capsule-machine.html	206	The new Nestle formula capsule machine	13,595
2402	http://www.englishforum.ch/family-matters-health/169973-anyone-have-copy-http-www-heidiswissblog-com-toddlers-htm.html	2	Anyone have a copy of http://www.heidiswissblog.com/toddlers.htm	562
2403	http://www.englishforum.ch/family-matters-health/170040-heat-pack-wheat-bag-where-buy.html	2	Heat Pack/Wheat Bag - where to buy?	1,456
2404	http://www.englishforum.ch/family-matters-health/169841-pediatric-orthopedic-expert-1-5-yo-baby.html	5	Pediatric Orthopedic Expert for a 1.5 yo Baby	1,205
2405	http://www.englishforum.ch/family-matters-health/89460-dentist-error.html	27	Dentist error	2,601
2406	http://www.englishforum.ch/family-matters-health/61875-prostatitis-help.html	2	Prostatitis help	782
2407	http://www.englishforum.ch/family-matters-health/169557-looking-rent-kid-s-travel-bed-1-week.html	13	Looking to rent kid's travel bed for 1 week	1,247
2408	http://www.englishforum.ch/family-matters-health/169876-anti-poison-information.html	1	Anti poison information	579
2409	http://www.englishforum.ch/family-matters-health/169717-sleeping-pills-eg-temazapan-over-counter-prescription.html	22	Sleeping pills (eg. Temazapan) over the counter? Or prescription	6,526
2410	http://www.englishforum.ch/family-matters-health/169668-lumbago-how-stay-mobile-day.html	7	Lumbago - how to stay mobile for a day?	1,276
2411	http://www.englishforum.ch/family-matters-health/112104-dyslexia.html	19	Dyslexia	5,868
2412	http://www.englishforum.ch/family-matters-health/169591-notary-officer-geneva.html	2	Notary officer in Geneva	1,586
2413	http://www.englishforum.ch/family-matters-health/169571-quitting-work-maternity-leave.html	3	Quitting Work on Maternity Leave	1,628
2414	http://www.englishforum.ch/family-matters-health/157768-diet-health.html	123	Diet and health	7,403
2415	http://www.englishforum.ch/family-matters-health/169485-kindergarten-age-canton-zurich-thurgau.html	21	Kindergarten age in canton Zurich and Thurgau	3,043
2416	http://www.englishforum.ch/family-matters-health/165862-german-english-couples-counseling-basel.html	4	German & English Couples Counseling in Basel	2,382
2417	http://www.englishforum.ch/family-matters-health/168025-what-can-3-yo-do-zurich.html	21	What can a 3 yo do in Zurich?	2,546
2418	http://www.englishforum.ch/family-matters-health/169289-looking-chiropractor-basel-area.html	4	Looking for chiropractor in Basel area.	1,381
2419	http://www.englishforum.ch/family-matters-health/167789-does-anyone-have-especially-helpful-contact-au-pair-agency.html	2	Does anyone have an especially helpful contact at an Au Pair Agency?	1,183
2420	http://www.englishforum.ch/family-matters-health/169446-looking-somebody-do-household-chores.html	0	Looking for somebody to do household chores	546
2421	http://www.englishforum.ch/family-matters-health/169316-kindergarten.html	1	kindergarten	703
2422	http://www.englishforum.ch/family-matters-health/169251-baby-walkers-chicco-spa-e.html	5	Baby walkers: Chicco Spa@e	1,225
2423	http://www.englishforum.ch/family-matters-health/166964-ordering-us-birth-certificate.html	17	Ordering a US birth certificate	1,563
2424	http://www.englishforum.ch/family-matters-health/132291-back-specialist-zurich.html	11	Back specialist in Zurich	2,967
2425	http://www.englishforum.ch/family-matters-health/169267-child-protection-agency-switzerland.html	2	Child Protection Agency in Switzerland	1,811
2426	http://www.englishforum.ch/family-matters-health/169052-bern-men-s-haircut-english-speaking.html	5	Bern - men's haircut English speaking?	1,623
2427	http://www.englishforum.ch/family-matters-health/169125-life-riehen-kids.html	1	Life in Riehen with kids	1,109
2428	http://www.englishforum.ch/family-matters-health/169045-pregnant-moving-country.html	1	Pregnant and moving country	639
2429	http://www.englishforum.ch/family-matters-health/169004-employer-have-rights-pre-employment-medical-history.html	8	Employer have rights to pre-employment medical history?	1,974
2430	http://www.englishforum.ch/family-matters-health/169009-new-rules-surname-2013-a.html	10	New rules on surname for 2013??	1,272
2431	http://www.englishforum.ch/family-matters-health/169002-save-basel-kindernaescht.html	0	Save the Basel Kindernaescht	749
2432	http://www.englishforum.ch/family-matters-health/168898-experience-kinderspital-z-rich.html	10	experience with the Kinderspital Zürich?	1,931
2433	http://www.englishforum.ch/family-matters-health/168868-recommend-good-gynecologist-morges.html	1	Recommend a good gynecologist in Morges	1,224
2434	http://www.englishforum.ch/family-matters-health/168642-where-buy-oil-oregano-capsules-geneva.html	2	Where to buy Oil of Oregano capsules in Geneva	1,364
2435	http://www.englishforum.ch/family-matters-health/4001-marriage.html	33	Marriage	4,127
2436	http://www.englishforum.ch/family-matters-health/168844-baby-photos-passport.html	23	Baby photos for passport	4,811
2437	http://www.englishforum.ch/family-matters-health/167958-genealogy-research-stories.html	33	genealogy research and stories	2,055
2438	http://www.englishforum.ch/family-matters-health/168901-physiotherapy-method-works-best-you.html	8	Which physiotherapy method works best for you?	2,000
2439	http://www.englishforum.ch/family-matters-health/164387-moms-z-rich-would-you-interested-meet-coffee-kids.html	13	For the Moms in Zürich, would you be interested to meet for a coffee with the kids ?	1,885
2440	http://www.englishforum.ch/family-matters-health/168695-international-winterthur-moms.html	2	International Winterthur Moms	602
2441	http://www.englishforum.ch/family-matters-health/168747-music-class-little-ones-horgen.html	0	Music class for little ones in Horgen	610
2442	http://www.englishforum.ch/family-matters-health/159759-my-dad-sick-leukemia.html	96	My dad is sick: Leukemia	7,359
2443	http://www.englishforum.ch/family-matters-health/168667-healthcare-proxy-switz-does-exist.html	3	healthcare proxy in Switz. Does it exist?	923
2444	http://www.englishforum.ch/family-matters-health/151025-personal-trainer-recommendations-wanted.html	10	Personal trainer recommendations wanted	1,465
2445	http://www.englishforum.ch/family-matters-health/168566-rethink-breast-cancer-psa.html	2	Rethink Breast Cancer - PSA	662
2446	http://www.englishforum.ch/family-matters-health/165863-babysitting-cham.html	4	babysitting in cham	874
2447	http://www.englishforum.ch/family-matters-health/168360-wet-weather-activities-children-bern-neichatel-region.html	5	Wet weather activities for children Bern/Neichatel region	1,797
2448	http://www.englishforum.ch/family-matters-health/82274-university-dentist.html	12	University Dentist	1,919
2449	http://www.englishforum.ch/family-matters-health/168309-ancestor-research-sweden.html	3	Ancestor research in Sweden	828
2450	http://www.englishforum.ch/family-matters-health/168235-child-hit-other-child.html	74	Child hit by other child	4,261
2451	http://www.englishforum.ch/family-matters-health/168162-i-will-never-complain-about-health-care-customer-service-again.html	5	I will never complain about health care customer service again	990
2452	http://www.englishforum.ch/family-matters-health/166535-english-speaking-psychiatrist-bern.html	8	English speaking psychiatrist in Bern	1,774
2453	http://www.englishforum.ch/family-matters-health/98496-looking-couples-counselor-zurich.html	27	Looking for couples counselor in Zurich	4,768
2454	http://www.englishforum.ch/family-matters-health/167981-divorce-russian-lady.html	53	Divorce from a Russian Lady	4,947
2455	http://www.englishforum.ch/family-matters-health/168081-orthodontist.html	1	Orthodontist	680
2456	http://www.englishforum.ch/family-matters-health/168075-prenatal-course-basel-starting-23-02-13-a.html	0	Prenatal course in Basel starting 23/02/13	549
2457	http://www.englishforum.ch/family-matters-health/168067-dentist-around-oerlikon.html	1	dentist  around oerlikon	1,001
2458	http://www.englishforum.ch/family-matters-health/167779-local-school-given-address-z-rich.html	6	Which local school given an address in Zürich?	1,036
2459	http://www.englishforum.ch/family-matters-health/167971-doctor-therapies-charges-children.html	2	Doctor/Therapies charges for Children??	587
2460	http://www.englishforum.ch/family-matters-health/167956-dental-surgeon-bern-oralchirurg.html	1	Dental surgeon in Bern (Oralchirurg)	743
2461	http://www.englishforum.ch/family-matters-health/167722-divorce-how-works.html	99	Divorce - this is how it works?	8,142
2462	http://www.englishforum.ch/family-matters-health/101957-where-get-contact-lenses.html	33	Where to get contact lenses?	7,818
2463	http://www.englishforum.ch/family-matters-health/167885-inappropriate-games-touching-schools.html	35	Inappropriate games/touching in schools	2,587
2464	http://www.englishforum.ch/family-matters-health/167883-babysitter-found.html	0	Babysitter found	560
2465	http://www.englishforum.ch/family-matters-health/160297-zurich-dad-s-group.html	4	Zurich Dad's Group	1,361
2466	http://www.englishforum.ch/family-matters-health/148749-place-meet-english-speaking-mums.html	17	Place to meet english speaking mums	1,964
2467	http://www.englishforum.ch/family-matters-health/145261-baby-toddler-swimming-geneva.html	1	Baby/ Toddler Swimming in Geneva	1,570
2468	http://www.englishforum.ch/family-matters-health/167774-has-anyone-used-lawyer-luzern.html	0	Has anyone used a lawyer in Luzern	608
2469	http://www.englishforum.ch/family-matters-health/161062-i-need-pass-std-test-how-do-basel.html	49	I need to pass an STD Test, how to do it in Basel	8,296
2470	http://www.englishforum.ch/family-matters-health/166958-throwing-out-your-crutches-bern.html	9	Throwing out your crutches? (Bern)	898
2471	http://www.englishforum.ch/family-matters-health/167718-cupping-ventosas-switzerland.html	0	cupping/ventosas in switzerland	692
2472	http://www.englishforum.ch/family-matters-health/167696-any-experiences-ambien-zolpidem-sleeping-tablets.html	24	Any experiences with Ambien or Zolpidem (sleeping tablets)?	2,643
2473	http://www.englishforum.ch/family-matters-health/166936-aggressive-divorce-lawyer-urgent.html	7	Aggressive Divorce Lawyer - Urgent	3,050
2474	http://www.englishforum.ch/family-matters-health/167280-u-s-citizens-kids-wanted.html	49	U.S. citizens with kids wanted	3,177
2475	http://www.englishforum.ch/family-matters-health/167471-pregnancy-without-job.html	25	Pregnancy without a job	2,641
2476	http://www.englishforum.ch/family-matters-health/167493-location-location-location.html	5	Location location location	1,192
2477	http://www.englishforum.ch/family-matters-health/167300-blood-donation-health-check-up.html	35	Blood Donation as Health Check-up	3,029
2478	http://www.englishforum.ch/family-matters-health/167487-scheduling-health-check-up-first-time.html	1	Scheduling a health check-up for the first time	1,375
2479	http://www.englishforum.ch/family-matters-health/166994-marrying-my-girlfriend-her-tourist-stay.html	49	Marrying my girlfriend on her tourist stay	3,105
2480	http://www.englishforum.ch/family-matters-health/166442-influenza-flu-vaccination.html	56	Influenza, Flu', vaccination	3,813
2481	http://www.englishforum.ch/family-matters-health/132964-ppd-free-hair-dye.html	11	PPD free hair dye?	7,062
2482	http://www.englishforum.ch/family-matters-health/166413-recommendations-paediatrician-wallisellen.html	2	Recommendations for Paediatrician in Wallisellen	908
2483	http://www.englishforum.ch/family-matters-health/167288-looking-someone-marry-us.html	3	Looking for someone to marry us	1,092
2484	http://www.englishforum.ch/family-matters-health/166924-zurich-equivalent-fetal-medicine-centre-harley-st.html	2	Zurich equivalent : fetal medicine centre Harley St	594
2485	http://www.englishforum.ch/family-matters-health/127046-english-speaking-doctor-fribourg.html	7	English speaking doctor, Fribourg	2,252
2486	http://www.englishforum.ch/family-matters-health/167211-civil-marriage-ch.html	3	civil marriage ch	736
2487	http://www.englishforum.ch/family-matters-health/76223-double-surname-issue-baby-unmarried-couple.html	31	Double surname issue [for baby, unmarried couple]	5,529
2488	http://www.englishforum.ch/family-matters-health/167145-daycare-ski-resorts.html	2	daycare at ski resorts	1,042
2489	http://www.englishforum.ch/family-matters-health/167144-toddler-groups-uster-surrounding-areas.html	0	Toddler groups in Uster and surrounding areas	817
2490	http://www.englishforum.ch/family-matters-health/167093-english-speaking-dermatologist-near-lausanne.html	0	English Speaking Dermatologist near or in Lausanne	1,274
2491	http://www.englishforum.ch/family-matters-health/166938-cost-ivf-lyon-geneva.html	6	Cost for IVF in Lyon and Geneva	5,468
2492	http://www.englishforum.ch/family-matters-health/167042-wisdom-teeth.html	3	Wisdom teeth :/	891
2493	http://www.englishforum.ch/family-matters-health/166594-laser-rosacea.html	11	Laser for rosacea	3,345
2494	http://www.englishforum.ch/family-matters-health/167065-pregnant-looking-gynaecologist.html	3	Pregnant and looking for a Gynaecologist	996
2495	http://www.englishforum.ch/family-matters-health/167050-public-warning-concerning-bugaboo-cameleon-bugaboo-donkey-buggies.html	1	Public Warning concerning Bugaboo Cameleon and Bugaboo Donkey buggies	1,485
2496	http://www.englishforum.ch/family-matters-health/167006-divorce-swiss-citizens.html	3	Divorce of swiss citizens	1,155
2497	http://www.englishforum.ch/family-matters-health/166948-mini-tablet-splitter.html	9	'Mini' Tablet Splitter?	794
2498	http://www.englishforum.ch/family-matters-health/166997-pedicure-ingrown-toenails.html	7	Pedicure for ingrown toenails	1,227
2499	http://www.englishforum.ch/family-matters-health/166949-first-pregnancy-guidance-needed.html	13	First pregnancy! Guidance needed!	1,733
2500	http://www.englishforum.ch/family-matters-health/166719-i-m-old-falling-apart.html	33	I'm old and falling apart...	2,216
2501	http://www.englishforum.ch/family-matters-health/132436-unmarried-parents-can-we-choose-surname-baby-shall-hold.html	35	Unmarried parents. Can we choose the surname the baby shall hold?	4,412
2502	http://www.englishforum.ch/family-matters-health/165255-pregnant-winterthur.html	12	Pregnant In Winterthur	1,635
2503	http://www.englishforum.ch/family-matters-health/166873-divorce-extended-visitation-rights.html	11	Divorce - Extended Visitation Rights	1,227
2504	http://www.englishforum.ch/family-matters-health/166049-daughter-being-hassled-hockey-match-other-kids.html	57	Daughter being hassled at hockey match by other kids	3,516
2505	http://www.englishforum.ch/family-matters-health/166800-childbirth-basel-hospitals-pain-relief.html	8	Childbirth in Basel: Hospitals and pain relief	2,897
2506	http://www.englishforum.ch/family-matters-health/166764-first-appointment-doctor.html	2	First appointment with doctor	684
2507	http://www.englishforum.ch/family-matters-health/166706-standard-medicals.html	6	Standard Medicals	721
2508	http://www.englishforum.ch/family-matters-health/825-english-speaking-kids-near-st-gallen.html	17	English-speaking kids near St. Gallen?	3,675
2509	http://www.englishforum.ch/family-matters-health/166690-vaccine-boosters-insurance.html	2	Vaccine Boosters and Insurance	851
2510	http://www.englishforum.ch/family-matters-health/166579-general-thoughts-switzerland-toward-non-vaccinating-families.html	83	General thoughts in Switzerland toward non-vaccinating families	6,743
2511	http://www.englishforum.ch/family-matters-health/166436-dilemma-how-deal-classmate-s-mother.html	26	Dilemma: how to deal with this classmate's mother?	3,077
2512	http://www.englishforum.ch/family-matters-health/166629-kita-k-ferberg-has-anyone-sent-their-kids-there.html	0	Kita Käferberg - has anyone sent their kids there?	780
2513	http://www.englishforum.ch/family-matters-health/166523-where-weigh-baby-geneva.html	17	Where to weigh baby in Geneva	1,602
2514	http://www.englishforum.ch/family-matters-health/158658-why-no-b12-tablets-switzerland.html	27	Why no B12 Tablets in Switzerland?	6,824
2515	http://www.englishforum.ch/family-matters-health/166379-french-native-offers-tutoring-children-region-ne.html	0	French native offers tutoring for children region NE/BE	458
2516	http://www.englishforum.ch/family-matters-health/166369-review-lower-alimony-payments.html	0	Review / lower alimony payments	899
2517	http://www.englishforum.ch/family-matters-health/166020-identify-crystal.html	2	Identify a crystal	580
2518	http://www.englishforum.ch/family-matters-health/166107-early-childcare-central-berne.html	5	Early childcare, central Berne	1,378
2519	http://www.englishforum.ch/family-matters-health/164411-air-travel-baby-stroller.html	8	Air travel with a baby stroller	2,983
2520	http://www.englishforum.ch/family-matters-health/165939-any-mums-zurich.html	3	Any mums to be in Zurich?	654
2521	http://www.englishforum.ch/family-matters-health/143772-others-kidney-disease.html	15	Others with kidney disease?	1,423
2522	http://www.englishforum.ch/family-matters-health/118771-children-mom-play-group-lucerne.html	15	Children and Mom Play Group in Lucerne...	2,708
2523	http://www.englishforum.ch/family-matters-health/165622-having-child-when-unmarried-switzerland.html	19	Having a child when unmarried in Switzerland	3,226
2524	http://www.englishforum.ch/family-matters-health/165616-3rd-generation-contraceptive-pills.html	14	3rd generation contraceptive pills	5,660
2525	http://www.englishforum.ch/family-matters-health/165718-familienzulage-canadians-eligible.html	3	Familienzulage? Are canadians eligible?	1,112
2526	http://www.englishforum.ch/family-matters-health/166105-visit-dermatologist.html	3	Visit to the dermatologist	875
2527	http://www.englishforum.ch/family-matters-health/150163-martial-arts-children.html	12	Martial arts for children	2,393
