	hrefs	replies	threads	views
486	http://www.englishforum.ch/insurance/221511-car-insurance.html	4	Car insurance	1,068
487	http://www.englishforum.ch/insurance/180958-complementary-dental-insurance-switzerland-whats-common-way.html	34	Complementary (dental) insurance in Switzerland? Whats the common way?	10,329
488	http://www.englishforum.ch/insurance/221249-been-ch-1-year-no-health-insurance-leaving-country-now-questions.html	5	Been in CH for 1 year, no health insurance - leaving country now - questions	1,086
489	http://www.englishforum.ch/insurance/221240-question-about-dental-treatment.html	2	Question about dental treatment	860
490	http://www.englishforum.ch/insurance/88422-assura-phone-number.html	15	Assura-Phone number??	10,663
491	http://www.englishforum.ch/insurance/220783-who-pays-hospital-bill-healthy-baby-uncomplicated-birth.html	5	who pays? - hospital bill for healthy baby in uncomplicated birth	1,117
492	http://www.englishforum.ch/insurance/220551-doctor-claims-bill-not-paid.html	4	Doctor claims that bill is not paid	1,212
493	http://www.englishforum.ch/insurance/220405-health-insurance-best-option.html	2	Health Insurance - best option	1,273
494	http://www.englishforum.ch/insurance/220271-unemployment-language-courses.html	37	Unemployment. Language Courses	2,944
495	http://www.englishforum.ch/insurance/218769-legal-insurance-insurance-insurance.html	5	legal insurance / insurance for insurance?	1,727
496	http://www.englishforum.ch/insurance/219984-dental-insurance-anyone-know-what-zahn-no-foojer-75-means.html	3	"Dental insurance - anyone know what ""zahn no foojer #75""means?"	1,015
497	http://www.englishforum.ch/insurance/219885-using-form-health-insurance-exemption.html	4	Using Form A for Health Insurance exemption	1,362
498	http://www.englishforum.ch/insurance/219886-bike-insurance.html	3	Bike Insurance?	941
499	http://www.englishforum.ch/insurance/219786-any-reduction-chomage-rav-people-buy-mandatory-health-insurance.html	3	Any reduction for Chomage/RAV people to buy mandatory health insurance	1,357
500	http://www.englishforum.ch/insurance/219676-declined-claim-insurance-company.html	13	Declined claim from Insurance company	1,460
501	http://www.englishforum.ch/insurance/219598-household-insurance-compensation-limit-automatic-adjusted.html	3	Household insurance: compensation limit automatic adjusted?	927
502	http://www.englishforum.ch/insurance/219403-insurance-term-duration-multiple-years.html	5	insurance term / duration for multiple years	728
503	http://www.englishforum.ch/insurance/219342-gest-union-broker.html	0	Is Gest Union Broker?	1,054
504	http://www.englishforum.ch/insurance/219121-looking-best-economical-insurance-company-neuchatel.html	3	Looking for best economical insurance company in Neuchatel	937
505	http://www.englishforum.ch/insurance/219073-how-long-pension-payout.html	3	How long for Pension Payout	853
506	http://www.englishforum.ch/insurance/218284-why-does-medicine-cost-so-much.html	4	Why does medicine cost so much ?	1,352
507	http://www.englishforum.ch/insurance/218851-outstanding-health-insurance-bills.html	8	"""Outstanding"" health insurance bills"	1,174
508	http://www.englishforum.ch/insurance/203809-proposed-new-health-insurance-system.html	95	[proposed] new health insurance system	8,230
509	http://www.englishforum.ch/insurance/218708-health-insurance-bring-boyfriend.html	5	Health insurance and bring boyfriend	1,158
510	http://www.englishforum.ch/insurance/218696-transfering-car-insurance-bonus.html	1	Transfering car insurance bonus	868
511	http://www.englishforum.ch/insurance/218428-thread-split-nhs-vs-swiss-health-insurance.html	126	[Thread Split] NHS vs Swiss Health Insurance	5,812
512	http://www.englishforum.ch/insurance/189334-specifically-about-css-student-care.html	9	Specifically about CSS Student Care	4,749
513	http://www.englishforum.ch/insurance/218394-health-insurance-pregnancy.html	4	Health Insurance - pregnancy	1,410
514	http://www.englishforum.ch/insurance/218445-car-taxes-plates-insurance-road-tax-lausanne.html	1	Car taxes (plates, insurance, road tax in Lausanne)	1,227
515	http://www.englishforum.ch/insurance/218325-insurance-claim-denied-what-next.html	14	insurance claim denied what next !!	2,815
516	http://www.englishforum.ch/insurance/218320-company-accident-insurance-correspondence-english-help-please.html	4	Company accident insurance with correspondence in ENGLISH - help (please)!	1,080
517	http://www.englishforum.ch/insurance/218293-css-okk-others.html	0	css / okk / others?	1,042
518	http://www.englishforum.ch/insurance/218194-daily-sickness-benefits-insurance-unemployed.html	0	Daily Sickness Benefits Insurance - for unemployed	1,001
519	http://www.englishforum.ch/insurance/217147-changing-health-insurance-reminder.html	4	Changing health insurance (reminder)	1,260
520	http://www.englishforum.ch/insurance/217760-double-claims-right.html	8	Double claims - Is this right?	981
521	http://www.englishforum.ch/insurance/217553-gp-model-gp-never-works.html	21	GP Model - GP never works.	1,883
522	http://www.englishforum.ch/insurance/216426-ahv-insurance-students.html	3	AHV Insurance for Students	1,408
523	http://www.englishforum.ch/insurance/217008-choosing-insurance-what-does-healthcare-cost.html	21	Choosing Insurance: What does healthcare cost?	3,732
524	http://www.englishforum.ch/insurance/761-indians-claiming-ahv.html	12	Indians Claiming AHV	9,436
525	http://www.englishforum.ch/insurance/216942-insurance-claim-when-other-car-bumps-your-car.html	13	Insurance claim when other car bumps your car	1,519
526	http://www.englishforum.ch/insurance/216999-assigned-health-insurance.html	5	Assigned Health Insurance	909
527	http://www.englishforum.ch/insurance/216916-health-insurance-benefits-clearly-defined.html	1	Health insurance benefits clearly defined	798
528	http://www.englishforum.ch/insurance/216824-idirect24-car-insurance.html	4	iDirect24 for car insurance	1,121
529	http://www.englishforum.ch/insurance/216757-difference-between-accident-personal-liability-insurance.html	15	Difference between accident and personal liability insurance	1,829
530	http://www.englishforum.ch/insurance/216793-car-insurance-possible-not-make-claim.html	13	car insurance - possible to NOT make a claim?	1,559
531	http://www.englishforum.ch/insurance/145217-offer-swica-do-you-think-s-attractive.html	5	Offer from Swica, do you think it's attractive?	2,633
532	http://www.englishforum.ch/insurance/216622-effect-claiming-house-insurance.html	3	Effect of claiming on house insurance	842
533	http://www.englishforum.ch/insurance/216193-health-insurance-baby-extra-needs.html	16	Health insurance for a baby with extra needs	1,925
534	http://www.englishforum.ch/insurance/216500-life-insurance.html	0	Life insurance	842
535	http://www.englishforum.ch/insurance/216237-motor-insurance-directive.html	14	Motor Insurance Directive	1,113
536	http://www.englishforum.ch/insurance/216150-taxi-costs-covered-insurance.html	6	Taxi costs covered by insurance?	1,189
537	http://www.englishforum.ch/insurance/214880-hit-wall-trying-get-health-insurance.html	82	Hit a wall trying to get health insurance.	5,321
538	http://www.englishforum.ch/insurance/216091-health-insurance.html	3	Health Insurance	679
539	http://www.englishforum.ch/insurance/215798-avoiding-astronomical-car-hire-additional-insurance-charges.html	8	Avoiding astronomical car hire additional insurance charges	1,857
540	http://www.englishforum.ch/insurance/215396-health-insurance-after-3-months.html	7	Health insurance after 3 months	1,878
541	http://www.englishforum.ch/insurance/215536-insurance-eu-citizens.html	6	insurance for EU citizens	1,317
542	http://www.englishforum.ch/insurance/215378-travel-insurance-buy-especially-need-flight-luggage-delay.html	2	which Travel insurance to buy? especially need for flight&luggage delay	975
543	http://www.englishforum.ch/insurance/214928-mobicasa-bike-theft-home-interim-rental-costs-refundable.html	4	MobiCasa - Bike Theft from home, are interim rental costs refundable?	1,396
544	http://www.englishforum.ch/insurance/214980-insurance-my-girlfriend.html	5	Insurance for my girlfriend	1,084
545	http://www.englishforum.ch/insurance/35552-krankenkasse-health-insurance-gym-membership.html	8	Krankenkasse Health Insurance - Gym Membership?	4,724
546	http://www.englishforum.ch/insurance/125219-axa-winterthur-contents-insurance.html	2	Axa Winterthur Contents Insurance	2,419
547	http://www.englishforum.ch/insurance/214840-injured-passenger-car-can-i-claim.html	36	Injured Passenger in Car - Can I Claim	2,119
548	http://www.englishforum.ch/insurance/200575-supplementary-insurance-how-does-work.html	9	Supplementary Insurance - How does it work?	2,311
549	http://www.englishforum.ch/insurance/214649-brand-new-car-insurance.html	2	Brand new car insurance	907
550	http://www.englishforum.ch/insurance/211755-pregnancy-international-insurance.html	43	Pregnancy on international insurance	3,313
551	http://www.englishforum.ch/insurance/214332-damaged-car-insurance-question.html	4	Damaged car - insurance question	1,116
552	http://www.englishforum.ch/insurance/195497-insurance-claim-after-being-hit-car.html	26	Insurance claim after being hit by car?	3,025
553	http://www.englishforum.ch/insurance/214002-rental-car-breakdown-deductible-charged.html	30	Rental car breakdown and deductible charged	2,769
554	http://www.englishforum.ch/insurance/213982-accident-spain.html	18	Accident in Spain	1,655
555	http://www.englishforum.ch/insurance/213958-rav-question.html	1	RAV Question	1,050
556	http://www.englishforum.ch/insurance/213842-transferring-social-security.html	1	Transferring social security	863
557	http://www.englishforum.ch/insurance/212880-leased-car-car-insurance-got-cancelled-what-do-now.html	20	Leased car, car insurance got cancelled. What to do now?	2,226
558	http://www.englishforum.ch/insurance/104376-massage-health-insurance.html	8	Massage and health insurance	2,542
559	http://www.englishforum.ch/insurance/211532-question-about-accident-insurance-uvg.html	27	Question about accident insurance (UVG)	2,642
560	http://www.englishforum.ch/insurance/211005-international-medical-insurance-worth.html	6	International medical insurance. is it worth it?	1,443
561	http://www.englishforum.ch/insurance/211246-loss-keys-insurance.html	5	Loss of keys insurance	2,173
562	http://www.englishforum.ch/insurance/210841-car-insurance.html	2	Car Insurance	1,195
563	http://www.englishforum.ch/insurance/41945-telmed-option-your-experience.html	25	Telmed option - your experience ?	9,541
564	http://www.englishforum.ch/insurance/213474-relax-insurance-zurich-insurance.html	1	'Relax' insurance from Zurich Insurance	1,172
565	http://www.englishforum.ch/insurance/213233-lawyer-insurance.html	4	lawyer insurance	1,057
566	http://www.englishforum.ch/insurance/213279-experiences-new-tcs-insurance-health-expenses-abroad.html	0	Experiences with new TCS Insurance for health expenses abroad?	1,471
567	http://www.englishforum.ch/insurance/213157-post-kidney-transplant-medication-switzerland.html	2	Post Kidney Transplant Medication in Switzerland	1,165
568	http://www.englishforum.ch/insurance/213021-insurance-saving-swap-plate.html	28	Insurance saving - swap plate	3,374
569	http://www.englishforum.ch/insurance/167035-single-company-insurance-photographer.html	1	single company insurance, photographer	850
570	http://www.englishforum.ch/insurance/212439-clarification-car-insurance-claim-process.html	6	Clarification on Car insurance claim process	1,408
571	http://www.englishforum.ch/insurance/212447-looking-gynecologist-geneva-area.html	5	Looking for a Gynecologist in Geneva area	2,989
572	http://www.englishforum.ch/insurance/212364-leaving-ch-avanex-asking-more-than-just-deregistration.html	3	leaving CH, Avanex asking for more than just deregistration	1,052
573	http://www.englishforum.ch/insurance/211980-ahv-unemployment.html	4	AHV / Unemployment	2,354
574	http://www.englishforum.ch/insurance/212004-short-term-travel-health-insurance-switzerland.html	2	short term (travel) health insurance in Switzerland	1,613
575	http://www.englishforum.ch/insurance/1793-pet-insurance.html	25	Pet Insurance?	9,475
576	http://www.englishforum.ch/insurance/169812-how-submit-supra-basic-insurance-reimbursement.html	5	How to submit to SUPRA Basic Insurance for reimbursement?	3,002
577	http://www.englishforum.ch/insurance/210868-question-about-reinsurance-business.html	4	question about the reinsurance business	1,067
578	http://www.englishforum.ch/insurance/108791-health-insurance-social-aid-glasses.html	24	Health Insurance, Social Aid and Glasses	3,484
579	http://www.englishforum.ch/insurance/208868-accident-insurance-coverage-when-unemployed.html	9	Accident insurance coverage when unemployed	1,914
580	http://www.englishforum.ch/insurance/210096-cancellation-insurance-policy.html	2	Cancellation of Insurance Policy	933
581	http://www.englishforum.ch/insurance/138136-dental-insurance-child-avanex.html	15	dental insurance for child with avanex	2,362
582	http://www.englishforum.ch/insurance/210140-news-glasses-going-reimbursed-if-needed-minors.html	0	News: Glasses are going to be reimbursed if needed by minors	672
583	http://www.englishforum.ch/insurance/210080-intl-health-insurance-geneva-who-contact.html	1	Intl. health insurance in Geneva - who to contact?	1,206
584	http://www.englishforum.ch/insurance/192277-what-happens-when-chomage-runs-out.html	38	What happens when chomage runs out?	7,391
585	http://www.englishforum.ch/insurance/208254-south-africa-travel-insurance.html	7	South africa [travel insurance]	1,289
586	http://www.englishforum.ch/insurance/209211-medical-assistance-travel-insurance.html	12	Medical assistance with travel insurance	1,396
587	http://www.englishforum.ch/insurance/20667-opinions-kpt-swica-concordia.html	8	Opinions on KPT, Swica, or Concordia?	5,939
588	http://www.englishforum.ch/insurance/208925-health-renters-liability-insurance.html	6	Health, renters and liability insurance	1,393
589	http://www.englishforum.ch/insurance/207083-car-insurance-l-permit.html	7	car insurance with L permit	2,210
590	http://www.englishforum.ch/insurance/208785-healthcare-handling-none-emergency-problems.html	10	Healthcare handling none emergency problems?	1,153
591	http://www.englishforum.ch/insurance/208449-health-insurance-visiting-parents-pre-existing-condition.html	10	Health insurance for visiting parents with pre existing condition	2,411
592	http://www.englishforum.ch/insurance/208283-2-people-group-insurance.html	4	2 people / group insurance	849
593	http://www.englishforum.ch/insurance/179652-3rd-party-check-health-insurance.html	4	3rd party check of health insurance?	1,560
594	http://www.englishforum.ch/insurance/207922-insurance-covering-psychologist.html	5	Insurance covering psychologist	2,442
595	http://www.englishforum.ch/insurance/205028-health-insurance-providers.html	4	Health Insurance Providers	1,486
596	http://www.englishforum.ch/insurance/178408-car-insurance-how-long-do-i-have-wait-insurance-money.html	19	Car insurance-how long do I have to wait for the insurance money?	7,160
597	http://www.englishforum.ch/insurance/207247-repairs-covered-under-am-rc.html	8	Are repairs covered under AM/RC?	1,051
598	http://www.englishforum.ch/insurance/206949-temporary-insurance-buying-first-car-ch.html	4	Temporary insurance? (buying the first car, in CH)	2,025
599	http://www.englishforum.ch/permits-visas-government/206827-switzerland-france.html	-	Car insurance - france for switzerland???	-
600	http://www.englishforum.ch/insurance/32826-international-health-insurance-when-de-registering-residency-switzerland.html	1	International Health Insurance when de-registering residency from Switzerland???	1,471
601	http://www.englishforum.ch/insurance/206691-accident.html	4	Accident	1,067
602	http://www.englishforum.ch/insurance/186395-dental-insurance-treatment-done-outside-switzerland.html	14	Dental Insurance- Treatment done outside Switzerland	2,512
603	http://www.englishforum.ch/insurance/9801-your-experience-groupe-mutuel-health-insurance.html	14	Your experience with Groupe Mutuel health insurance?	7,492
604	http://www.englishforum.ch/insurance/206151-maternity-leave-prolonged-hospitalization.html	17	Maternity leave and prolonged hospitalization	2,102
605	http://www.englishforum.ch/insurance/205555-partial-coverage-complementary-insurance.html	13	Partial coverage from complementary insurance	1,347
606	http://www.englishforum.ch/insurance/24106-intl-travel-insurance-old-people.html	3	Intl travel insurance for old people	1,765
607	http://www.englishforum.ch/insurance/47764-swica-insurance.html	17	SWICA Insurance	11,096
608	http://www.englishforum.ch/insurance/205725-pregnancy-basic-health-insurance.html	11	Pregnancy on basic health insurance	2,678
609	http://www.englishforum.ch/insurance/205727-english-speaking-insurance-advisor.html	0	English speaking insurance advisor	785
610	http://www.englishforum.ch/insurance/205118-80-chf-phone-calls-doctor.html	21	80 CHF for phone calls from the doctor	2,527
611	http://www.englishforum.ch/insurance/155150-health-insurance-postdocs.html	6	Health insurance for postdocs	1,957
612	http://www.englishforum.ch/insurance/205072-can-i-cancel-my-rc-menage-insurance.html	5	Can I cancel my RC menage insurance?	1,332
613	http://www.englishforum.ch/insurance/204837-car-insurance-courtesy-car.html	6	Car insurance & courtesy car	1,063
614	http://www.englishforum.ch/insurance/150482-car-insurance-no-claims-discount.html	14	Car Insurance - No Claims Discount	3,124
615	http://www.englishforum.ch/insurance/204707-bonus-insurance.html	4	Bonus insurance	792
616	http://www.englishforum.ch/insurance/175346-travel-accident-insurance.html	8	Travel & accident insurance	2,001
617	http://www.englishforum.ch/insurance/200910-repeat-prescriptions.html	23	Repeat Prescriptions	2,711
618	http://www.englishforum.ch/insurance/203275-health-insurance.html	10	health insurance	1,442
619	http://www.englishforum.ch/insurance/203461-insurance-abroad.html	16	insurance abroad	1,450
620	http://www.englishforum.ch/insurance/202200-question-about-personal-liability-what-s-covered.html	2	Question about personal liability - what's covered?	1,317
621	http://www.englishforum.ch/insurance/157329-no-health-insurance-too-risky.html	91	No health insurance - too risky?	7,719
622	http://www.englishforum.ch/insurance/202756-health-insurance-subsidy-if-you-earn-too-little.html	6	Health insurance subsidy if you earn too little?	1,878
623	http://www.englishforum.ch/insurance/203019-my-kitchen-sink-faucet-broke-pipe-inside-burst-my-kitchen.html	6	My kitchen sink faucet broke (pipe inside) and burst in my kitchen	2,966
624	http://www.englishforum.ch/insurance/202996-liability-insurance-how-cancel.html	2	Liability Insurance - how to cancel?	883
625	http://www.englishforum.ch/insurance/202751-viral-moles-warts.html	2	Viral moles/warts	1,047
626	http://www.englishforum.ch/insurance/202448-danish-insuranceperson.html	4	Danish Insuranceperson?	692
627	http://www.englishforum.ch/insurance/202078-health-insurance-model.html	10	Health Insurance Model	2,024
628	http://www.englishforum.ch/insurance/201919-best-health-insurance-diabetic.html	2	Best health insurance for a diabetic	1,389
629	http://www.englishforum.ch/insurance/201852-best-insurance-model-pre-existing-condition-check-up-specialist.html	3	Best insurance model for pre-existing condition check-up by a specialist?	1,025
630	http://www.englishforum.ch/insurance/201829-police-report-stolen-wheels-germany.html	12	Police report, stolen wheels [in Germany]	1,774
631	http://www.englishforum.ch/insurance/201669-who-pays-accident-before-living-ch.html	4	Who pays? - accident before living in CH.	1,092
632	http://www.englishforum.ch/insurance/201616-insurance-visitors-parents-non-eu-how-maximize-coverage.html	8	Insurance for visitors (parents) Non EU - how to maximize coverage	1,790
633	http://www.englishforum.ch/insurance/190829-pointers-needed-contents-personal-liability-insurances.html	15	Pointers needed on contents & personal liability insurances	2,278
634	http://www.englishforum.ch/insurance/198985-hausarzt-model-panic.html	8	Hausarzt Model Panic	1,731
635	http://www.englishforum.ch/insurance/200960-how-do-i-get-refund-car-insurance.html	1	How do I get a refund on the car insurance?	848
636	http://www.englishforum.ch/insurance/126591-transfer-insurance-new-car.html	10	Transfer insurance to a new car	1,790
637	http://www.englishforum.ch/insurance/200360-does-household-insurance-cover-macbook-my-home.html	16	Does the Household Insurance cover the MacBook in my home?	3,135
638	http://www.englishforum.ch/insurance/194722-accident-insurance-during-maternity-leave.html	15	Accident insurance during maternity leave	2,190
639	http://www.englishforum.ch/insurance/200181-france-car-insurance-without-owning-car-6-years.html	7	France - car insurance without owning a car for 6 years	1,068
640	http://www.englishforum.ch/insurance/200151-experience-avenir-css-kk.html	3	experience with Avenir, CSS or ÖKK?	1,878
641	http://www.englishforum.ch/insurance/199818-health-insurance-while-not-residing-switzerland.html	5	Health insurance while not residing in Switzerland	1,367
642	http://www.englishforum.ch/insurance/200112-accident-insurance-hospital-bill-issues.html	2	Accident insurance - hospital bill issues	954
643	http://www.englishforum.ch/insurance/150140-your-opinion-swica-s-top-ups.html	19	"Your opinion on SWICA's ""top-ups"""	8,250
644	http://www.englishforum.ch/insurance/141839-excluded-treatments-franchise.html	39	Excluded treatments and franchise?	3,468
645	http://www.englishforum.ch/insurance/135074-velo-bicycle-insurance-information.html	3	Velo or bicycle insurance information	3,907
646	http://www.englishforum.ch/insurance/199293-stop-health-insurance-whilst-studying-abroad.html	26	Stop Health Insurance whilst studying abroad	3,108
647	http://www.englishforum.ch/insurance/199483-krankenkasse-recommendations.html	7	Krankenkasse recommendations	1,872
648	http://www.englishforum.ch/insurance/191071-lamal-exemption-psychotherapy.html	7	LAMal exemption and psychotherapy	2,184
649	http://www.englishforum.ch/insurance/15220-normal-basic-health-insurance-ignore-your-bills.html	10	Is it normal for the basic health insurance to ignore your bills?	2,482
650	http://www.englishforum.ch/insurance/199386-travel-costs-medical-apointments-insurance.html	4	Travel costs for medical apointments - insurance?	821
651	http://www.englishforum.ch/insurance/16185-obligatory-household-insurance.html	11	Obligatory household insurance???	4,354
652	http://www.englishforum.ch/insurance/65251-advice-sought-uk-retiree-insurance-coverage-whilst-ch.html	70	Advice sought for UK retiree - insurance coverage whilst in CH	7,661
653	http://www.englishforum.ch/insurance/199207-expat-car-insurance.html	0	Expat car insurance	1,226
654	http://www.englishforum.ch/insurance/198927-insurance-needed-6-month-trip.html	10	Insurance needed for 6 month trip	1,279
655	http://www.englishforum.ch/insurance/198782-swisscare-exemption-swiss-insurance-expired.html	4	Swisscare / Exemption from swiss insurance expired	2,371
656	http://www.englishforum.ch/insurance/198521-supplementary-insurance-while-being-pregnant-existing-condition.html	23	"Supplementary insurance while being pregnant (""existing condition"")"	2,552
657	http://www.englishforum.ch/insurance/198316-work-accident-insurance-will-not-pay-back-accident-but-previous-back-problem.html	4	Work accident insurance will not pay for back accident, but to previous back problem	1,157
658	http://www.englishforum.ch/insurance/198171-when-can-one-discontinue-home-insurance.html	1	When can one discontinue Home Insurance	911
659	http://www.englishforum.ch/insurance/198135-about-coverage-basic-health-insurance.html	1	About the coverage of basic health insurance	1,088
660	http://www.englishforum.ch/insurance/198091-health-insurance-claim-declined-please-help.html	18	Health Insurance Claim Declined - PLEASE HELP!	1,707
661	http://www.englishforum.ch/insurance/198032-typical.html	5	Typical...	890
662	http://www.englishforum.ch/insurance/197899-health-insurance.html	4	Health insurance?	993
663	http://www.englishforum.ch/insurance/197768-reporting-accident-accident-insurance.html	3	Reporting accident for accident insurance	1,051
664	http://www.englishforum.ch/insurance/197289-frontalier-health-insurance.html	3	Frontalier health insurance	2,085
665	http://www.englishforum.ch/insurance/195717-insurance-legal-coverage.html	9	Insurance Legal Coverage	1,438
666	http://www.englishforum.ch/insurance/195614-health-insurance-newcomer.html	38	Health insurance for newcomer	3,369
667	http://www.englishforum.ch/insurance/639-looking-good-supplementary-health-insurance-alternative-medicine.html	5	Looking for good supplementary health insurance for alternative medicine	3,384
668	http://www.englishforum.ch/insurance/197405-life-insurance-decreasing-scale.html	3	Life insurance decreasing scale..	1,282
669	http://www.englishforum.ch/insurance/164554-insurance-coverage-pregnancy-birth.html	21	Insurance Coverage for Pregnancy and Birth	7,102
670	http://www.englishforum.ch/insurance/197025-american-obamacare-under-26-do-i-need-my-own-ch.html	22	American/Obamacare - Under 26, Do I need my own in CH?	2,034
671	http://www.englishforum.ch/insurance/196830-ski-insurance-one-day.html	1	Ski insurance for ONE day	1,659
672	http://www.englishforum.ch/insurance/194689-adding-my-wife-insurance-tips.html	6	Adding my wife to insurance, tips?	1,183
673	http://www.englishforum.ch/insurance/137476-private-liability-insurance-basel.html	10	Private Liability Insurance (Basel)	3,496
674	http://www.englishforum.ch/insurance/131607-ski-insurance.html	58	Ski insurance	6,266
675	http://www.englishforum.ch/insurance/123845-group-mutuel-health-insurance.html	13	Group Mutuel Health Insurance	5,550
676	http://www.englishforum.ch/insurance/195738-how-pay-bills-medical-laboratory-test.html	10	how to pay the bills of the medical laboratory test	1,461
677	http://www.englishforum.ch/insurance/195939-wheels-stolen-parking-place.html	17	Wheels stolen from parking place	1,547
678	http://www.englishforum.ch/insurance/195909-insurance-accidents-i-might-cause-what-called.html	3	Insurance for accidents I might cause (what is it called?)	720
679	http://www.englishforum.ch/insurance/195610-what-counts-proof-insurance.html	2	What counts as proof of insurance?	1,064
680	http://www.englishforum.ch/insurance/49294-car-crash-what-do.html	59	Car crash..what to do.....????	7,593
681	http://www.englishforum.ch/insurance/195558-refund-insurance-premiums.html	1	Refund on Insurance Premiums?	808
682	http://www.englishforum.ch/insurance/195410-visit-emergency-room-morning-need-some-help.html	6	A visit to emergency room this morning. (need some help)	1,490
683	http://www.englishforum.ch/insurance/195232-basic-health-insurance-cover-info.html	6	Basic health insurance cover info	1,348
684	http://www.englishforum.ch/insurance/195036-health-insurance-too-expensive-want-change.html	25	Health insurance too expensive. Want to change.	2,233
685	http://www.englishforum.ch/insurance/194976-english-speaking-broker-basel.html	0	English-speaking broker in Basel	920
686	http://www.englishforum.ch/insurance/194547-insurance-baby-swimming.html	5	Insurance and baby swimming	1,262
687	http://www.englishforum.ch/insurance/194156-finding-lost-ahv.html	2	"Finding ""Lost"" AHV"	889
688	http://www.englishforum.ch/insurance/193628-hospitals-doctors.html	11	hospitals or doctors?	1,589
689	http://www.englishforum.ch/insurance/93600-accident-insurance-cleaner.html	14	Accident insurance for a cleaner	1,840
690	http://www.englishforum.ch/insurance/193525-one-original-question-about-health-insurance-leaving-country.html	3	One original question about health insurance and leaving the country	1,013
691	http://www.englishforum.ch/insurance/193295-how-does-accident-insurance-work-people-without-job.html	14	How does the Accident insurance work for people without a job	1,319
692	http://www.englishforum.ch/insurance/193190-accidents-company-mandatory-insurance.html	6	Accidents - Company mandatory insurance?	904
693	http://www.englishforum.ch/insurance/193191-house-insurance.html	1	House insurance	1,130
694	http://www.englishforum.ch/insurance/189027-france-swiss-cross-boarder-insurance-change-may-14-a.html	12	France/Swiss cross boarder insurance change May 14	2,122
695	http://www.englishforum.ch/insurance/128708-aquilana-reviews.html	1	Aquilana reviews	2,611
696	http://www.englishforum.ch/insurance/192985-health-insurance-english.html	2	Health Insurance in English	941
697	http://www.englishforum.ch/insurance/192948-insurance-coverage.html	1	insurance coverage	776
698	http://www.englishforum.ch/insurance/189906-health-insurance-frontaliers-out-there.html	6	Health Insurance for the Frontaliers out there...	1,590
699	http://www.englishforum.ch/insurance/192458-insurance-physical-building.html	3	insurance for physical building	779
700	http://www.englishforum.ch/insurance/192420-staying-us-5-months-how-deal-health-insurance.html	3	Staying in US for 5 months - How to deal with Health Insurance	825
701	http://www.englishforum.ch/insurance/192304-medical-insurance-switzerland.html	58	Medical Insurance in Switzerland	3,823
702	http://www.englishforum.ch/insurance/192351-us-health-insurance-expat-reporting.html	5	US Health Insurance and Expat Reporting	1,366
703	http://www.englishforum.ch/insurance/192355-insurance-choice-pregnant-women-arriving-switzerland.html	1	Insurance Choice for Pregnant Women Arriving in Switzerland	1,046
704	http://www.englishforum.ch/insurance/192254-working-around-world-swiss-ngo.html	1	Working around the world for a Swiss NGO	1,123
705	http://www.englishforum.ch/insurance/156066-how-much-can-i-get-ahv-avs-reimbursement.html	5	How much can I get from  the AHV/AVS reimbursement	4,685
706	http://www.englishforum.ch/insurance/188915-whats-cheapest-health-insurance-available.html	12	whats the cheapest Health Insurance available?	3,332
707	http://www.englishforum.ch/insurance/191642-accident-negligence-who-picks-up-bill.html	19	Accident and negligence -- who picks up the bill?	1,777
708	http://www.englishforum.ch/insurance/191280-pregnancy-gestational-diabetes.html	2	Pregnancy - Gestational Diabetes	1,168
709	http://www.englishforum.ch/insurance/191040-pre-existing-condition-declaration-dilemma.html	13	pre-existing condition declaration dilemma	1,585
710	http://www.englishforum.ch/insurance/191191-house-insurance-compulsory.html	4	IS House insurance compulsory ?	1,281
711	http://www.englishforum.ch/insurance/190908-assurance-prenatal.html	1	Assurance Prenatal	944
712	http://www.englishforum.ch/insurance/189974-insurance-jewlery.html	1	Insurance for Jewlery	872
713	http://www.englishforum.ch/insurance/189578-atupri-basic-health-insurance-experience-anyone.html	9	Atupri - for the basic health insurance? Experience anyone?	4,115
714	http://www.englishforum.ch/insurance/189662-travel-insurance.html	9	Travel insurance	1,555
715	http://www.englishforum.ch/insurance/189618-insurance-canceling-exaple-letter.html	4	insurance canceling exaple letter?	1,746
716	http://www.englishforum.ch/insurance/189530-info-about-health-insurance-non-eu-student-neuchatel.html	3	Info about Health insurance for non EU student at neuchatel	1,101
717	http://www.englishforum.ch/insurance/189397-health-insurance-france-allianz-credit-mutuel.html	2	[Health Insurance in France] Allianz or Credit Mutuel	1,398
718	http://www.englishforum.ch/insurance/180093-car-damaged-how-claim-3rd-party.html	28	Car damaged - how to claim from the 3rd party?	3,349
719	http://www.englishforum.ch/insurance/188654-kgm-finance.html	2	KGM finance	845
720	http://www.englishforum.ch/insurance/188238-car-write-off.html	6	Car Write Off	1,746
721	http://www.englishforum.ch/insurance/185728-car-insurance-quote.html	8	Car insurance quote	3,299
722	http://www.englishforum.ch/insurance/187434-if-you-need-help-insurance-anything-else.html	7	If you need help with Insurance or anything else...	1,524
723	http://www.englishforum.ch/insurance/186163-swisscare-dependent-b-permit.html	4	Swisscare for dependent b permit	2,134
724	http://www.englishforum.ch/insurance/187770-changing-health-insurance.html	3	Changing Health Insurance	1,711
725	http://www.englishforum.ch/insurance/187060-health-insurance-psychotherapy-fitness-center-contributions.html	7	Health insurance with psychotherapy and fitness center contributions.	1,528
726	http://www.englishforum.ch/insurance/187020-landlord-liable-not.html	9	Landlord liable or not?	1,459
