	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts
1906	14.07.2014, 14:34	Junior Member	Thanked 1 Time in 1 Post	Location: Siebnen	      	become a little unpopular	Join Date: Jun 2014	Groaned at 3 Times in 3 Posts	New number plates	rikkezp	Posts: 31
1907	14.07.2014, 15:07	Junior Member	Thanked 1 Time in 1 Post	Location: Siebnen	"    Saving is nice, and you defiantly get a better car       But I then heard that the dealer in swiss are not that interested in taking a car from Germany. I thinking of the sale when you would either move or buy a new car.
		"	become a little unpopular	Join Date: Jun 2014	Groaned at 3 Times in 3 Posts	Importing German used car	rikkezp	Posts: 31
1908	17.07.2012, 16:05	Newbie 1st class	Thanked 1 Time in 1 Post	Location: New York	" 
			
			This BMW X5 is now registered in CH. Everything went fine in and i can recommend importing a US specs vehicle. Total cost was CHF 4055   
CHF 1600: shipping to port in Europe (  i drove it from there to CH) 
CHF 20: customs clearance 
CHF 2100: modification of front parking lights+ activation of rear fog lights 
               + European maps for navigation (done at BMW dealership in EU) 
CHF 200: technical inspection 
CHF 135: registration
		"	no particular reputation at present	Join Date: Sep 2011	Groaned at 0 Times in 0 Posts	Import US specs car to Switzerland	tailgunner77	Posts: 10
1909	14.07.2014, 13:08	Junior Member	Thanked 4 Times in 4 Posts	Location: Somewhere over that way	" 
			
			Hi all!   
So I just ordered a scooter (125ccm) from Germany, that is being delivered to   in Weil am Rhein.  Do I need temporary tags/license plates in order to declare it (and pay the fees) at the border and to drive it home?  I did google info on temporary exporting plates from Germany (which brought me to these websites:   and  ), but these are dealing with cars and not scooters.  Can anyone of you, with experience in this matter, point me in the right direction?  Thanks so much!
		"	considered unworthy	Join Date: Jul 2010	Groaned at 33 Times in 13 Posts	Temporary tags/license plates on a scooter	MichiganLC	Posts: 46
1910	14.07.2014, 07:53	Newbie	Thanked 0 Times in 0 Posts	Location: Lausanne	" 
			
			Haha thank you, Suisse indeed!   "	no particular reputation at present	Join Date: Jul 2014	Groaned at 0 Times in 0 Posts	Looking for 2nd handed 50cc Scooter in Lausanne	jaeyeon93	Posts: 2
1911	13.07.2014, 16:18	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Valais	" 
			
			There are very few cameras in Swiss public places, so you are probably safe.
		"	no particular reputation at present	Join Date: Jan 2014	Groaned at 0 Times in 0 Posts	Fine for driving in Taxi/Bus lane in Lausanne?	burningjane	Posts: 18
1912	12.05.2012, 20:02	Banned	Thanked 1,374 Times in 546 Posts	Location: geneve	"    Hi grumpygrapefruit, I just came across this message, and was wondering if you had any idea as to where I may find a list of the companies that make the vehicle conversion to natural gas (erdgas). Or if you could tell me how those companies are called in your country, i.e. in other countries you may find them as ""CNG installers"", but I have not had much luck while searching the same for Switzerland. 
Thanks!
		"	earned the respect of many	Join Date: May 2010	Groaned at 328 Times in 142 Posts	LPG (GPL) conversions	idefix	Posts: 737
1913	08.07.2014, 13:54	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Nyon, Vaud	    Maybe everyone just has a laugh?   	no particular reputation at present	Join Date: Jul 2014	Groaned at 0 Times in 0 Posts	Non-swiss rental	timjolin	Posts: 18
1914	07.07.2014, 20:22	à la mod	Thanked 12,832 Times in 4,184 Posts	Location: Basel-Land of Smiles	"    The 100 euro would be made up in two hefty shopping trips
		"	a reputation beyond repute	Join Date: Nov 2007	Groaned at 94 Times in 75 Posts	Germany to charge foreign motorists for autobahn use	Castro	Posts: 4,797
1915	03.07.2014, 10:14	Junior Member	Thanked 32 Times in 19 Posts	Location: Männedorf	" 
			
			We got the Swiss drivers license!!!   
California was useless as we called the Dept. of Motor Vehicles (DMV) and waited on a 2-hour hold before being told we'd need to come in person to get a driver's record with an original issue date. When I explained we were out of the country, the rep provided a special phone line that ended up being a non-working number.   
I ended up going to the Strassenverkehrsamt and pleaded my case that my wife has been driving for 20 years. I brought an older license that showed an issue date of 2 years and 3 months ago. They must have took pity on me as they agreed to issue the license without any testing or classes.   
The whole process, once I found the proper counter, must have taken all of 15 minutes -- a hell of a lot better any any time I've ever visited the California DMV.
		"	no particular reputation at present	Join Date: Jul 2013	Groaned at 3 Times in 3 Posts	Proving 3-Year Driving Record/History	Cali-Bruce	Posts: 36
1916	10.07.2014, 12:23	Newbie	Thanked 0 Times in 0 Posts	Location: Zürich, 8046	" 
			
			Hey,   
I was in Switzerland about a year ago and I had a 1/2-Tax and Gleis 7 travel card. I'm soon returning to Zürich and would like to get them again. The problem is that I turn 25 just before arriving. My question is if anyone has experience in ordering the sub travel card without yet having a residence permit? I couldn't find information if one is needed or not.
		"	no particular reputation at present	Join Date: Feb 2013	Groaned at 0 Times in 0 Posts	Buying a travel card from abroad	c0nn0t	Posts: 2
1917	09.07.2014, 14:45	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Basel	"    EN ISO 20471:2013  the latest version of standard EN471.   
As an aside, as well as the color, the standard also states that a specific area of the vest must be made of reflective material (this is for night-time use and reflects of vehicle headlamps). 
The color (yellow, orange etc) allows for greater visibility in daylight.
		"	no particular reputation at present	Join Date: Nov 2007	Groaned at 0 Times in 0 Posts	What must a driver have in a car?	kidja	Posts: 12
1918	08.07.2014, 20:28	Senior Member	Thanked 181 Times in 89 Posts	Location: Basel	    Anyway, as the CH lets you guess, the correct name is Confédération helvétique...  	earned some respect	Join Date: Apr 2014	Groaned at 15 Times in 10 Posts	driving dad's car in Switzerland	kittekat	Posts: 305
1919	08.07.2014, 21:26	Newbie	Thanked 2 Times in 2 Posts	Location: Zurich	" 
			
			Thank you for the very helpful reply.   
Do you remember if the normal way of registration at the DLVA was a painful procedure regarding paperwork or money?
		"	no particular reputation at present	Join Date: Oct 2010	Groaned at 0 Times in 0 Posts	Moving a swiss motorcycle to the UK	xandos	Posts: 7
1920	08.07.2014, 12:57	Newbie	Thanked 1 Time in 1 Post	Location: Zug	"    Thanks Glendyn.  Then note on the grey card has the date it cleared customs so I'll use that date and sell after 12 months from that date. I appreciate it.
		"	no particular reputation at present	Join Date: Apr 2012	Groaned at 0 Times in 0 Posts	Selling an imported car	brownge99	Posts: 4
1921	08.07.2014, 16:01	Member	Thanked 226 Times in 133 Posts	Location: Lausanne	"    Kind of.    
Your case is  . Transfer of domicile.     for a detailed explanation in English
		"	earned some respect	Join Date: Jan 2014	Groaned at 16 Times in 11 Posts	Short term driving foreign registered car and insurance	dandi	Posts: 241
1922	08.07.2014, 13:09	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Basel	" 
			
			Do what I did when selling a RHD car - put on Ricardo with zero reserve. It will sell, not for much, but it will sell.   
Otherwise post a good advert on EF - and it will sell.
		"	no particular reputation at present	Join Date: Nov 2007	Groaned at 0 Times in 0 Posts	How to get rid of a car in the Basel region	kidja	Posts: 12
1923	10.10.2010, 01:21	Member	Thanked 55 Times in 23 Posts	Location: Zuirch	" 
			
			For many of the gemeindes you dont need to live there to get the day ticket through them.  We have done this many times when our own gemeinde's tickets were sold out.  I believe Kloten is such an example.
		"	no particular reputation at present	Join Date: Jun 2009	Groaned at 28 Times in 16 Posts	Tageskarte Gemeinde - Zurich Stadt	mahmed	Posts: 134
1924	07.07.2014, 08:48	Forum Veteran	Thanked 339 Times in 216 Posts	Location: Kanton Zurich, Adliswil.	" 
			
			I have prepared several cars here in Switzerland myself, this is the first bike. The engine and forks are completely oil tight. Hub seals as well too. It is only dust covers on the forks, and the numerous dust covers you get on an enduro, but perhaps not on a normal road bike.   
I am wondering if I need to pull the split dust covers off the forks, and bin them, just leave it bare (no dust covers)? The seals underneath the fork gaitors are intact.   
The tyres have a very itzy super shallow surface cracks starting at the base of treads. This is minor and would be regarded as cosmetic in the UK.
		"	earned the respect of many	Join Date: Oct 2008	Groaned at 3 Times in 3 Posts	Motorcycle MFK, small bits of rubber.	p42	Posts: 685
1925	05.07.2014, 00:46	Newbie	Thanked 0 Times in 0 Posts	Location: Zug	" 
			
			This is Switzerland. It's 18 or nothing, no exceptions, no matter where you got your license from. Don't even try.
		"	no particular reputation at present	Join Date: Jul 2014	Groaned at 0 Times in 0 Posts	Driving with a license when you're younger than 18	matta	Posts: 1
1926	05.07.2014, 16:08	Forum Veteran	Thanked 410 Times in 251 Posts	Location: Zürich	" 
			
			it will either come, or it won't. Maybe they have a threshold to avoid having too much work from people appealing the fines, maybe the thing takes a pic only of the front of the car and it didn't see the plate, maybe it will come in 2 months, or 2 weeks.    
No need to stress about it, especially since you're in the fault. Just keep 250 CHF in the bank if you're counting pennies.
		"	a reputation beyond repute	Join Date: Feb 2012	Groaned at 2 Times in 2 Posts	red traffic light in Zürich	ChrisNeedsToKnow	Posts: 781
1927	04.07.2014, 15:38	Junior Member	Thanked 6 Times in 6 Posts	Location: Moving to Zug	"    What he paid or the catalogue price?
		"	no particular reputation at present	Join Date: Jun 2014	Groaned at 0 Times in 0 Posts	buying used car (setting the right price)	inZug	Posts: 45
1928	03.07.2014, 19:18	Junior Member	Thanked 34 Times in 19 Posts	Location: Riehen	" 
			
			My experience with AZW was on the whole positive. They are very much no frills, no nonsense with paper-thin margins and brusque sales staff,  so go in with a thick skin and you should be fine. The basics in terms of warranty will be adequately handled, but things like test drives will need to be arranged in advance, especially on busy days.  
Don't bother trying to haggle since they will just wave your offer aside, they know they are the cheapest.
		"	made some interesting contributions	Join Date: May 2014	Groaned at 0 Times in 0 Posts	Anyone bought a car from Auto Züri West?	Oxbow	Posts: 42
1929	08.06.2014, 23:50	Junior Member	Thanked 6 Times in 2 Posts	Location: Winterthur	" 
			
			You could ask these guys?   
The Caterham F1 team has been sold by owner Tony Fernandes to a Swiss and Middle Eastern consortium.      "	earned some respect	Join Date: Oct 2010	Groaned at 0 Times in 0 Posts	Catheram [importing a Caterham car]	ruskasinthehouse	Posts: 38
1930	02.07.2014, 16:00	Newbie	Thanked 2 Times in 2 Posts	Location: baden	"    Exactly. For this I pay an extra CHF 103.- per year for cover in Europe. There may be better deals now from other companies because it is a long time since I looked. 
I once had to use when I was in England.  The problem was a failed battery. I phoned the center in Switzerland and they sent the AA within one hour to tow the car to a garage. 
Incidentally, the replacement battery they fitted lasted 10 years.   
This is the product (German) . . .    "	no particular reputation at present	Join Date: Jul 2009	Groaned at 0 Times in 0 Posts	MFK - Wettingen on windscreen replacement spree	swisspace	Posts: 9
1931	02.07.2014, 00:55	Newbie 1st class	Thanked 3 Times in 3 Posts	Location: Dietikon	" 
			
			thanks all for your help   "	no particular reputation at present	Join Date: Dec 2013	Groaned at 0 Times in 0 Posts	Car Renting	yaseen	Posts: 13
1932	23.03.2013, 18:25	Newbie 1st class	Thanked 5 Times in 5 Posts	Location: Germany	" 
			
			A very useful thread as I will be importing a factory built Lotus Seven/early Caterham and an Aprilia Moto 6.5 soon....hopefully things will not be too dramatic to register them alongside my household goods being imported...
		"	no particular reputation at present	Join Date: Mar 2013	Groaned at 0 Times in 0 Posts	Importing a classic car	cF^	Posts: 11
1933	26.06.2014, 11:12	Newbie 1st class	Thanked 4 Times in 3 Posts	Location: Zürich	" 
			
			By the way that's my bike if anyone's interested...    "	no particular reputation at present	Join Date: Sep 2011	Groaned at 0 Times in 0 Posts	Options to sell Motorbike when leaving Switzerland	al1	Posts: 15
1934	01.07.2014, 13:38	Junior Member	Thanked 6 Times in 6 Posts	Location: Winterthur-Seen	"    A I said, it differs from network to network.    
And it is valid for all single tickets on the TNW/BVB network.   
And it concerns only singele tickets, aka one way rickets, aka short time restricted tickets.    
Any day ticket or 24h ticket is anyhow valid for the valid zones the entire time of the valid time period ;-)   
And no, it is not about casual and laid back attitutes, but based on the old concept of a single ticket from train journeys (and still valid for trains). The TNW/BVB network introduced the zone concept only recently!
		"	no particular reputation at present	Join Date: Sep 2011	Groaned at 0 Times in 0 Posts	Can Einzelbillett tickets be used more than once...?	wintimiss	Posts: 40
1935	01.07.2014, 13:53	Forum Legend	Thanked 8,772 Times in 4,807 Posts	Location: Zürich	    I am sure you will look very cute     	a reputation beyond repute	Join Date: May 2008	Groaned at 171 Times in 146 Posts	Driving in Germany today? from 1st July 14 need Safety Jacket	marton	Posts: 7,567
1936	01.07.2014, 02:14	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			.... or at one of the big stations where they speak English? (Oerlikon / Zurich HB etc.)
		"	no particular reputation at present	Join Date: Aug 2011	Groaned at 0 Times in 0 Posts	How to ask for the proper bus ticket in German?	kvdoglover	Posts: 10
1937	28.06.2014, 16:00	Junior Member	Thanked 27 Times in 12 Posts	Location: CH	" 
			
			Ok, I have found a potential scooter... Seller speaks no English and I no German but Google translate is helping. He says the scooter has no licence plates (""Wie holst Du den Roller ab? Fahren darfst Du nicht, da kein Nummernschild daran ist. ""). From reading around I understand that this is normal. So it seems that I will need an insurance certificate and some paperwork from the seller. Can anyone point me in the direction of exactly what this paperwork is? I obviously want to make sure that he gives me the correct thing and that he really owns what he's selling. Any links explaining the process would be great.   
I have proposed to the seller that we meet at the vehicle place and do the sale there.   
Thanks in advance!
		"	earned some respect	Join Date: Nov 2013	Groaned at 1 Time in 1 Post	Finding a second hand scooter in Basel	fliege	Posts: 71
1938	30.06.2014, 11:44	Newbie	Thanked 0 Times in 0 Posts	Location: Kreuzlingen	" 
			
			I'm afraid this is the case- you can drive in Switzerland, but not go over the border. We didn't know this, and I often lent my car to sil and daughter when over from UK. I've asked about it to the customs' officers, and they said it was OK as they know me and the car, so they didn't stop them. They told me to always warn them in advance, in case there is a new officer at  the border- and to always tell sil and daughter to speak to the Senior officer on duty if ever. Our other daughter used my car for 3 months over the border practically every day, on her UL licence- but again she only got away with it as every officer knew the car and who she was (and one of them really fancied her, lol).
		"	no particular reputation at present	Join Date: Jun 2014	Groaned at 0 Times in 0 Posts	Driving a relative's swiss car with EU licence?	edipetres	Posts: 3
1939	23.06.2014, 20:09	Newbie 1st class	Thanked 9 Times in 8 Posts	Location: Zurich	"    New law from ,  
when you change insurance companies you are entitled to a statement of no claims made. ( Via Sicura part 2 ) 
__________________________________________________  __________________________________________________  ______ 
Bern, 29.11.2013 - From   the second packet of the traffic safety program ""Via sicura"" is implemented. The corresponding measures are staggered into force. Included in the second package are the mandatory driving with daytime running lights, an alcohol ban on certain groups of people and the vehicle owner/holder liability for fines.     
In June 2012, the Parliament adopted the Road Safety Programme ""Via sicura"". The measures contained therein to be implemented in several packages. The measures contained in the first packet in force since 1 January 2013. The second package comes in three tranches in force - and on 1 January 2014, on 1 July 2014 and 1 January 2015 the Federal Council decided at its meeting today, the associated measures..    
On   come into force:  
     Alcohol prohibition for certain groups of people:  
     Driving under the influence of alcohol (≥ 0.10 parts per thousand) is prohibited for:  
     - Professional drivers (truck, car, dangerous for transport)  
     - New drivers (driving license holder on probation)  
     - Learner and student nurses  
     - Driving instructors and teachers, in  
     - Accompanying persons of learning cycles  
     Compulsory driving with daytime running lights:    
Motor vehicles (eg, passenger cars, vans and trucks, cars) and motorcycles have daytime running lights. Exempted from this obligation are mopeds, E-bikes and bicycles, as well as vehicles that have been placed on the market before 1970. Anyone who violates the commandment to daytime running lights, shall be punished by a fine of CHF 40.    
     Owner's liability for fines  
Traffic fines must be paid by the owner or by the keeper of a vehicle, if the offending driver is not known.    
   From 1 January 2014.   (No claims statement)   
__________________________________________________  __________________________________________________  ______ 
On   shall come into force:    
     Compulsory clarification of fitness for driving with 1.6 per mille or more    
If you drive with a blood alcohol concentration of 1.6 parts per mille or more, there must be clarification  
on your fitness to drive by a traffic practitioners. This also applies to other kinds of crimes 
(Driving under influence of drugs, extremely fast driving- ""Raser"").     comment by Sbrinz  "	no particular reputation at present	Join Date: Oct 2010	Groaned at 0 Times in 0 Posts	No Claims Discount - Uk	thedolgys	Posts: 29
1940	28.06.2014, 19:33	Forum Legend	Thanked 10,606 Times in 5,429 Posts	Location: Murten - Morat	" 
			
			Private planes fly around empty, a third of the time. There are agencies which match passengers to empty flights. These are single fares, and for the whole plane, so you would need friends and family to make it economical. If they gave more notice it might be workable for me,                   "	a reputation beyond repute	Join Date: Oct 2011	Groaned at 544 Times in 344 Posts	Fancy hiring a private plane?	Sbrinz	Posts: 11,011
1941	28.06.2014, 13:58	Forum Veteran	Thanked 339 Times in 216 Posts	Location: Kanton Zurich, Adliswil.	"    I don't think there is, it means the car has not been written off due to uneconomic repair, noting to do with never being involved in an accident.   
A look at all the gaps between panels, this  will tell you a huge amount about a car, if they are all fit perfectly it means if any repair work has been done it's been done to a very high standard.
		"	earned the respect of many	Join Date: Oct 2008	Groaned at 3 Times in 3 Posts	unfallfahrzeuge, how is it recorded?	p42	Posts: 685
1942	27.06.2014, 23:55	Newbie 1st class	Thanked 21 Times in 5 Posts	Location: Zurich	"    If the car is registered in CH it's insured.........if your under 25 insurance cover might get reduced or a larger excess for a younger driver.
		"	earned some respect	Join Date: Jul 2013	Groaned at 1 Time in 1 Post	Car insurance	shiningelf	Posts: 17
1943	22.06.2014, 13:00	Junior Member	Thanked 11 Times in 8 Posts	Location: Adliswil, ZH	"    Why not?    
I traveled all over Europe with a US registered bake and Swiss license, never had a problem, and that was back in the day when there were border controls.   
Tom
		"	no particular reputation at present	Join Date: Apr 2014	Groaned at 0 Times in 0 Posts	motorcycle moved from US to Zurich	dhingraz	Posts: 30
1944	24.06.2014, 23:15	Newbie	Thanked 4 Times in 1 Post	Location: UK	"    The beauty of the Swiss system is no points. The ""payback"" is more fines... you'll find plenty of folk on here who've been done (me included).   
Thanks for coming back to share your feedback.
		"	no particular reputation at present	Join Date: Jun 2014	Groaned at 0 Times in 0 Posts	Swiss Speeding Ticket - Pay from UK?	formulaonefan	Posts: 3
1945	24.06.2014, 10:31	Forum Veteran	Thanked 588 Times in 286 Posts	Location: Lausanne	" 
			
			Flying US Air may not be too fancy but they have never done a thing like that to me. I will hate to see them go. Love their PHL service from Zurich.
		"	an excellent reputation	Join Date: Jan 2011	Groaned at 96 Times in 25 Posts	Delta changed the middle route on my triflight...	Noth	Posts: 657
1946	09.06.2014, 14:48	Forum Veteran	Thanked 366 Times in 221 Posts	Location: Basel	" 
			
			I would avoid the metro with heavy bags (especially if you have more than 1).  Almost got a nice gentleman ""helping"" me with one suitcase, while getting a second one through those awful ticket barriers. And by helping, I did mean ""attempting to nick""!  You will be okay at Gare du Nord, but not sure about Gare de Lyon (where I think the train from Basel arrives).  Worth taking a taxi perhaps, but that will just add to your costs.     
Why not take Easyjet from Basel to Gatwick where, you can always have a big bag for irregular items (trekking poles, etc) and a normal size suitcase.  Then train it from Gatwick to Southampton.  Or get someone to pick you up at Gatwick ;o)
		"	considered knowledgeable	Join Date: Jan 2013	Groaned at 1 Time in 1 Post	Options to move some stuff to UK (Southeast) - car/van?	BaselPT	Posts: 615
1947	15.06.2014, 18:12	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Luzern	" 
			
			Fyi, I just found a sticky note re: cycling in Switzerland.       "	no particular reputation at present	Join Date: Jun 2013	Groaned at 1 Time in 1 Post	My bike in Luzern - Register?	anamdm86	Posts: 28
1948	23.06.2014, 21:47	Forum Legend	Thanked 3,545 Times in 1,803 Posts	Location: here	"    It's all about perspective - how did they perceive you I wonder ?
		"	a reputation beyond repute	Join Date: Feb 2012	Groaned at 51 Times in 42 Posts	Accident on tram tracks	glowjupiter	Posts: 3,534
1949	23.06.2014, 15:59	Senior Member	Thanked 494 Times in 193 Posts	Location: Basel	" 
			
			Hi everyone. 
I'm moving a lot of my stuff to Vienna this weekend (Friday June 27 until the following Monday) and am looking into finding a transporter or van. Rental companies normally charge by kilometer for such vans (especially if you take it for more than a two-day weekend), which makes that cost-prohibitive for me.    
However, I see hundreds of vans/trucks/trailers driving around the streets. Does one of these belong to you? (Basel area) If so, and if you'd be interested in renting it to me Fri-Sun, I'd love to hear from you.    
Otherwise, perhaps someone knows a place where I could rent a kilometer-free van in France/Germany/Basel area?   
Btw, I'm moving one room of stuff, not a whole house, so I don't need a huge moving van, just something manageable.    
Thanks for your ideas!
		"	a reputation beyond repute	Join Date: Apr 2008	Groaned at 5 Times in 4 Posts	Looking to rent a van - Anyone got one?	10:30	Posts: 472
1950	22.06.2014, 00:13	Newbie	Thanked 1 Time in 1 Post	Location: Vaud (soon)	" 
			
			As an insulin dependant diabetic I had to be certified OK to drive every few years in the UK. Now with a Swiss license I have to get a form filled in by my doctor every year to confirm I am still fit to drive. This is never a problem, just time for the appointment, cost for the doctor's time (which, since it is a medical exam I would get done twice a year anyway so the insurance pays) and CHF100 to the Kanton (Zürich in my case) to pay for the admin. May be different in Vaud of course.   
Initially when I filled in the form to exchange the UK license for a Swiss one, I had to admit to the medical condition and was sent straight off to my doctor with a form. x years left on your UK license doesn't count and UK doctors won't be accepted by the Kanton to fill in the form anyway (here in German).   
It's not too much of an issue if you are fit to drive, just takes some time & effort. The only annoying part is that as soon as they agree you are fit, they send you the form for the next year which needs to be filed and remembered!   "	no particular reputation at present	Join Date: Jun 2014	Groaned at 0 Times in 0 Posts	Exchanging UK medically qualified driving license to swiss - any experience?	clueless	Posts: 8
1951	23.06.2014, 00:34	Newbie 1st class	Thanked 9 Times in 6 Posts	Location: London/Zurich	" 
			
			I am driving from Zurich to the UK (Dorset via the M25) on July 7th/8th and back again (with all my stuff) on July 12th/13th.   
I have put the details on carpooling/mitfahrgelegenheit but thought I'd put it here too. I am taking a large van with some seats and it will be empty on the way to the UK. If anyone wants me to take something with me I'm happy to do that (for a small contribution towards the petrol costs) or I can take people in both directions and would also ask for a (larger) contribution towards costs.   
Anyway - let me know   "	no particular reputation at present	Join Date: May 2010	Groaned at 0 Times in 0 Posts	Driving Zurich to UK (and back) - anyone want me to take something?	anonali	Posts: 29
1952	21.05.2012, 21:04	Forum Veteran	Thanked 833 Times in 343 Posts	Location: Unterageri	" 
			
			Bringing this threat up which was kinda old :P   
Besides reifendirect.ch, anywhere else? perhaps in Zurich area?   
Also, has anyone considered going to Germany? if so which mechanic?   
Cheers
		"	a reputation beyond repute	Join Date: Dec 2010	Groaned at 37 Times in 21 Posts	Where to buy motorbike tyres	silverburn	Posts: 825
1953	22.06.2014, 01:05	Junior Member	Thanked 15 Times in 8 Posts	Location: Alstteten	" 
			
			As others have said installing rear park sensors is really easy. My OH fitted them on my car really quickly, he thought it would be an advantage for me when parking if I had them. Ironically he is the only person to have actually reversed into anything in the car.
		"	no particular reputation at present	Join Date: Mar 2007	Groaned at 1 Time in 1 Post	Installation of Parking Sensors.	âkkibhatt	Posts: 67
1954	20.06.2014, 17:14	Junior Member	Thanked 8 Times in 7 Posts	Location: Zürich	" 
			
			If you pay £5 and ask for all your data, you will probably see exchange as the last documents.
		"	slipped a little	Join Date: Oct 2007	Groaned at 8 Times in 5 Posts	Re-gaining UK Driving License	kyo	Posts: 94
1955	22.06.2014, 00:18	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: zurich	" 
			
			Only when there is space and you need a ticket for the bike    
Read the details here :      "	become a little unpopular	Join Date: Dec 2013	Groaned at 4 Times in 2 Posts	Taking Cycle in Tram/Bus in Zurich Zone 110	horsepower	Posts: 11
1956	19.07.2011, 14:41	Newbie 1st class	Thanked 0 Times in 0 Posts	Location: St. Gallen	"   But that counts only if the car has been yours for more than 6 months. As the car is leased, the OP does not own the car. Apart from the fact that the leasing company will not allow the export to Switzerland.
		"	no particular reputation at present	Join Date: May 2011	Groaned at 0 Times in 0 Posts	Bringing a leased car from Germany to Switzerland	divya.bajaj	Posts: 19
1957	20.06.2014, 14:52	Forum Legend	Thanked 4,833 Times in 2,300 Posts	Location: Zurich	    Found these guys in Google, never dealt with them but they list a whole series of Renault Master transmissions.    	a reputation beyond repute	Join Date: Dec 2007	Groaned at 135 Times in 119 Posts	Transmission Repair in France	Confloozed	Posts: 4,708
1958	19.06.2014, 12:56	Forum Legend	Thanked 39,357 Times in 12,308 Posts	Location: GL	" 
			
			I travel regularly first class from Basel to Luzern and back and I've never had any trouble. I tend to take the slower train that just does Basel<->Luzern, so I avoid the annoying folk on the Basel-> back of beyond service.   
I don't know about being rich - it's 56CHF return (with 1/2 tax) which seems not unreasonable. It means I really can work on the train.   
So my guess is that it's just the route you're using.
		"	a reputation beyond repute	Join Date: Nov 2007	Groaned at 974 Times in 742 Posts	First Class Tossers	Dougal's Breakfast	Posts: 15,578
1959	15.04.2013, 15:32	Newbie	Thanked 0 Times in 0 Posts	Location: Nice	" 
			
			I own a Sienna 2014 model which I bought from a dealer in Embrach that specializes in this model, I find no problem parking etc. in CH, the car is big comfortable and very reliable.   
I got 10 years free servicing/guarantee and am very happy with it, I believe a Toyota dealer in Meilen is now importing too but only the XLE model, I think the Limited is better but each to his own.
		"	no particular reputation at present	Join Date: Apr 2013	Groaned at 0 Times in 0 Posts	Toyota Sienna Minivan	Dennison	Posts: 6
1960	19.06.2014, 00:14	Newbie 1st class	Thanked 10 Times in 3 Posts	Location: Area of Interlaken.	" 
			
			...but some animals are more equal than others.   "	earned some respect	Join Date: Jul 2013	Groaned at 0 Times in 0 Posts	Rules of GPS usage	shelly55	Posts: 25
1961	09.05.2014, 18:45	Moddy McModface	Thanked 8,211 Times in 2,992 Posts	Location: Basel	" 
			
			You are economisto and ICMFP.      "	a reputation beyond repute	Join Date: Apr 2007	Groaned at 52 Times in 46 Posts	Propane Cylinders on Basel Trams	mirfield	Posts: 8,250
1962	18.06.2014, 05:26	Newbie	Thanked 0 Times in 0 Posts	Location: Bern	" 
			
			I had the MFK and went there with M+S tires that were almost slicks. They didn't fail me (because of them  ).   
I'll do however a bit of thread stealing and ask our fellow insurance experts this: if I'm involved in an accident not caused by me AND I have some unapproved wheels on the car, can I be liable to pay? (now ask me why I went to the MFK with M+S tires on steel rims  )
		"	no particular reputation at present	Join Date: Jun 2014	Groaned at 0 Times in 0 Posts	When should I change my car tires?	tadi	Posts: 1
1963	17.06.2014, 09:06	Newbie 1st class	Thanked 1 Time in 1 Post	Location: basel	" 
			
			You can buy the U-Abo for part of the year , usually the remainder part.  This way it is cheaper than buying several monthly pases, if you are sure you will use it the rest of the year.   
Look for   "	become a little unpopular	Join Date: Jun 2014	Groaned at 7 Times in 3 Posts	how do you get this U-Abo card	bas	Posts: 19
1964	14.02.2014, 21:33	Senior Member	Thanked 178 Times in 88 Posts	Location: Zurich	" 
			
			well, the 150 CHF is the reifendirekt price for goodyear eagle assymmetrics. they're only a couple of months old, so, if i had to buy, i thought it would make sense to get the same one. (well, i didn't get the reifendirekt.ch insurance, which apparently pays for overnight shipment of a new tyre and its replacement)   
the tyre was losing air, so, had to be fixed. i popped up at my usual garage, and they kindly took it and fixed in half an hour's time (without appointment). though, funny thing, just after i got into my car and turned the key, the dashboard started signaling 'change engine oil'   now that can happen obviously (and it did pop up at 31K kms before, and another ~31K has passed since), but, maybe i am just too cynical at times ;-) another few hundred bucks to be transferred to some other hardworking people soon, i guess...
		"	slipped a little	Join Date: Jul 2012	Groaned at 47 Times in 31 Posts	repairing Run-Flat tire from nail?	Mr.Maquiavelo	Posts: 251
1965	15.06.2014, 22:26	Forum Veteran	Thanked 3,447 Times in 1,288 Posts	Location: out n about - it's summer!	" 
			
			I used to live in Basel last year and the GA used to be valid till the last stop in Switzerland. So, your GA will cover the last stop before the border.    
There were few tickets I could get from SBB machines for Germany but majority of the I had to go to German ticket counters to buy tickets.
		"	a reputation beyond repute	Join Date: Jun 2010	Groaned at 8 Times in 8 Posts	Travelling from Basel to Grenzach-Whylen - is GA valid?	ecb	Posts: 2,146
1966	04.05.2014, 16:51	Forum Legend	Thanked 22,614 Times in 10,205 Posts	Location: Neuchatel	    You must be a defense lawyer   	a reputation beyond repute	Join Date: Sep 2010	Groaned at 388 Times in 289 Posts	147km in 80 km zone, van, 2 cars and motorbike taken...	Odile	Posts: 19,669
